"","X","LEA_NAME","SCH_NAME","isCHARTER","magnetSchoolStatus","city","MEMBER","zip","PctFreeLunch","SCH_TYPE_TEXT","TOTFRL","Census_AttainDiplomHigher","Census_LangHomeNotEnglish","Census_Pop25older","Census_TotalHouseholds","LAT","LON","AttendRate","PctProfELA","raceWHITE","numberHispanic","LEAID","NCESSCH"
"137",137,"Philadelphia City SD","Barton Clara Sch","No","No","Philadelphia",801,19120,"100","Regular School",801,855213,325401,1035252,582594,40.020449,-75.119501,91.42,36.12,10,0,4218990,421899003732
"138",138,"Philadelphia City SD","Disston Hamilton Sch","No","No","Philadelphia",866,19135,"100","Regular School",866,855213,325401,1035252,582594,40.028229,-75.046855,89.66,21.32,212,0,4218990,421899003763
"139",139,"Bethlehem Area SD","William Penn El Sch","No","No","Bethlehem",236,18018,"76.694915254237287","Regular School",181,70992,23674,79240,44762,40.62806,-75.38108,95.05,56.52,79,0,4203570,420357006634
"140",140,"Phoenixville Area SD","Schuylkill El Sch","No","No","Phoenixville",680,19460,"18.382352941176471","Regular School",125,22002,2742,23194,13356,40.111694,-75.512278,97.12,86.22,522,0,4219050,421905004841
"141",141,"Scranton SD","Frances Willard #32","No","No","Scranton",543,18504,"76.427255985266996","Regular School",415,42320,11668,49874,28984,41.40548,-75.68573,94.74,58.06,318,4,4221090,422109002474
"142",142,"Council Rock SD","Richboro MS","No","No","Richboro",480,18954,"10.2083333333333","Regular School",49,49287,8984,50630,26086,40.208246,-75.006684,96.19,69.95,428,0,4206960,420696006454
"143",143,"Schuylkill Valley SD","Schuylkill Valley MS","No","No","Leesport",605,19533,"30.743801652892561","Regular School",186,9538,1379,11123,5192,40.443983,-75.940427,96.29,69.69,518,0,4220970,422097006888
"144",144,"Central York SD","Central York HS","No","No","York",1808,17406,"28.705752212389381","Regular School",519,23875,3545,26290,13211,40.014716,-76.700605,94.3,84.31,1298,0,4205490,420549004545
"145",145,"Lancaster SD","Lincoln MS","No","No","Lancaster",527,17602,"100","Regular School",527,37681,23964,48158,27775,40.0475,-76.285424,93.26,36.24,46,0,4213140,421314002595
"146",146,"Crispus Attucks Youthbuild CS","Crispus Attucks Youthbuild CS","Yes","No","York",101,17401,"100","Regular School",101,NA,NA,NA,NA,39.954857,-76.721548,NA,NA,7,0,4200048,420004800453
"147",147,"Colonial SD","Colonial El Sch","No","No","Plymouth Meeting",686,19462,"24.635568513119534","Regular School",169,29837,3582,31439,17414,40.102059,-75.266148,NA,NA,528,0,4219470,421947007176
"148",148,"Pennridge SD","Pennridge HS","No","No","Perkasie",2350,18944,"18.978723404255302","Regular School",446,32011,3206,34300,18506,40.383375,-75.276837,94.17,83.54,2130,7,4218750,421875001100
"149",149,"Blue Ridge SD","Blue Ridge MS","No","No","New Milford",224,18834,"47.767857142857103","Regular School",107,4852,244,5541,3249,41.873446,-75.725138,NA,NA,209,0,4203900,420390000101
"150",150,"Danville Area SD","Danville Area MS","No","No","Danville",594,17821,"33.838383838383841","Regular School",201,12553,980,13841,7775,40.964159,-76.620015,96.35,70.09,528,0,4207320,420732003424
"151",151,"Scranton SD","Scranton HS","No","No","Scranton",1799,18510,"75.4863813229572","Regular School",1358,42320,11668,49874,28984,41.413691,-75.654336,89.26,60.36,890,30,4221090,422109006413
"152",152,"Abington SD","Roslyn Sch","No","No","Roslyn",476,19001,"26.050420168067227","Regular School",124,39062,6333,41165,22024,40.12572,-75.13239,96.57,77.15,301,0,4202040,420204003234
"153",153,"Susquenita SD","Susquenita El Sch","No","No","Duncannon",749,17020,"43.925233644859816","Regular School",329,9759,547,10747,5957,40.354837,-77.000448,95.37,56.1,682,2,4223040,422304006608
"154",154,"Boyertown Area SD","New Hanover-Upper Frederick El","No","No","Frederick",782,19435,"12.148337595907901","Regular School",95,31489,1225,34328,18524,40.314145,-75.541676,NA,NA,713,0,4203960,420396000755
"155",155,"North Pocono SD","Jefferson El Sch","No","No","Lake Ariel",288,18436,"25.694444444444443","Regular School",74,13907,806,15083,7957,41.41614,-75.50281,NA,NA,277,0,4217310,421731002444
"156",156,"Upper Dauphin Area SD","Upper Dauphin Area El Sch","No","No","Lykens",424,17048,"49.29245283018868","Regular School",209,5098,1177,6336,3546,40.566708,-76.756346,NA,NA,389,0,4224360,422436009967
"157",157,"Brandywine Heights Area SD","Brandywine Heights MS","No","No","Topton",323,19562,"30.340557275541794","Regular School",98,8588,475,9852,5234,40.497108,-75.702696,NA,NA,307,0,4204050,420405006309
"158",158,"Northeast Bradford SD","Northeast Bradford JSHS","No","No","Rome",413,18837,"34.866828087167072","Regular School",144,3238,130,3609,1949,41.86237,-76.237661,NA,NA,401,0,4217460,421746000964
"159",159,"Central Dauphin SD","South Side El Sch","No","No","Harrisburg",643,17111,"71.228615863141528","Regular School",458,61115,9050,66113,37434,40.278608,-76.80624,95.29,55.74,138,0,4205400,420540001780
"160",160,"Pennsbury SD","Makefield El Sch","No","No","Yardley",438,19067,"13.242009132420092","Regular School",58,47722,6631,49998,26639,40.222831,-74.820847,96.15,81.25,326,0,4218840,421884001109
"161",161,"Northwestern Lehigh SD","Northwestern Lehigh HS","No","No","New Tripoli",747,18066,"16.331994645247601","Regular School",122,9981,709,10768,5536,40.68109,-75.724296,96.14,83.94,687,1,4217850,421785002821
"162",162,"Upper Darby SD","Upper Darby Kdg Ctr","No","No","Drexel Hill",582,19026,"46.907216494845301","Regular School",273,53746,19066,60179,33189,39.954518,-75.298805,NA,NA,114,0,4224320,422432000317
"163",163,"Neshaminy SD","Schweitzer El Sch","No","No","Levittown",440,19056,"25","Regular School",110,47567,7513,50548,25284,40.164441,-74.886237,95.71,74.21,328,1,4216410,421641001072
"164",164,"Carbon Career & Technical Institute","Carbon Career & Technical Institute","No","No","Jim Thorpe",334,18229,"42.215568862275397","Vocational Education School",141,NA,NA,NA,NA,40.885342,-75.727968,NA,NA,304,0,4280130,428013007054
"165",165,"Easton Area SD","Tracy El Sch","No","No","Easton",317,18045,"23.028391167192428","Regular School",73,39282,9828,43741,23548,40.714357,-75.251405,96.26,67.77,201,0,4208850,420885005064
"166",166,"East Stroudsburg Area SD","J M Hill El Sch","No","No","East Stroudsburg",421,18301,"67.220902612826606","Regular School",283,27149,8682,30613,16025,41.004129,-75.177764,95.13,61.47,172,1,4208670,420867003204
"167",167,"East Stroudsburg Area SD","Resica El Sch","No","No","East Stroudsburg",499,18302,"42.284569138276552","Regular School",211,27149,8682,30613,16025,41.075133,-75.109721,NA,NA,311,1,4208670,420867000130
"168",168,"Cumberland Valley SD","Shaull El Sch","No","No","Enola",614,17025,"14.169381107491857","Regular School",87,39567,5504,41825,22959,40.284927,-76.985412,96.58,85.27,482,1,4207110,420711001696
"169",169,"Lehighton Area SD","Lehighton Area MS","No","No","Lehighton",783,18235,"50.957854406130267","Regular School",399,11345,473,12975,7081,40.8335,-75.72428,95.26,57.85,719,2,4213500,421350001314
"170",170,"Boyertown Area SD","Colebrookdale El Sch","No","No","Boyertown",326,19512,"38.957055214723901","Regular School",127,31489,1225,34328,18524,40.338782,-75.627189,NA,NA,296,0,4203960,420396000762
"171",171,"Hanover Area SD","Hanover Area JSHS","No","No","Hanover Township",901,18706,"100","Regular School",901,9900,517,10862,6544,41.214082,-75.949562,90.91,54.8,708,0,4211420,421142002891
"172",172,"Lower Merion SD","Bala-Cynwyd MS","No","No","Bala Cynwyd",867,19004,"8.7658592848904195","Regular School",76,41799,9191,42890,24401,40.013913,-75.242985,96.52,88.76,622,1,4214160,421416003293
"173",173,"Loyalsock Township SD","Loyalsock Twp MS","No","No","Williamsport",367,17701,"35.422343324250683","Regular School",130,7696,481,8504,4820,41.26017,-76.96437,94.89,68.26,296,0,4214310,421431003037
"174",174,"Philadelphia City SD","Franklin LC","No","Yes","Philadelphia",868,19130,"100","Regular School",868,855213,325401,1035252,582594,39.965136,-75.163113,90.69,59.68,104,0,4218990,421899006822
"175",175,"Philadelphia City SD","John Story Jenks Academy for the Arts an","No","Yes","Philadelphia",446,19118,"100","Regular School",446,855213,325401,1035252,582594,40.07495,-75.203259,95.31,45.92,43,0,4218990,421899003714
"176",176,"Philadelphia City SD","Kearny Gen Philip Sch","No","No","Philadelphia",444,19123,"100","Regular School",444,855213,325401,1035252,582594,39.963948,-75.148137,92.03,18.55,27,0,4218990,421899003645
"177",177,"Upper Darby SD","Garrettford El Sch","No","No","Drexel Hill",608,19026,"51.973684210526315","Regular School",316,53746,19066,60179,33189,39.943247,-75.297383,95.46,52.88,323,1,4224320,422432001964
"178",178,"Youth Build Phila CS","Youth Build Phila CS","Yes","No","Philadelphia",256,19122,"0","Regular School",0,NA,NA,NA,NA,39.9729,-75.158631,NA,NA,4,0,4200016,420001600324
"179",179,"Ridley SD","Woodlyn El Sch","No","No","Woodlyn",298,19094,"69.1275167785234","Regular School",206,26328,3136,28613,15523,39.877053,-75.342373,95.66,61.04,148,0,4220370,422037001932
"180",180,"Pennridge SD","Patricia A Guth El Sch","No","No","Perkasie",472,18944,"31.991525423728799","Regular School",151,32011,3206,34300,18506,40.379079,-75.287955,96.2,68.4,370,0,4218750,421875001097
"181",181,"Mastery CS - Francis D. Pastorius Elementary","Mastery CS - Francis D. Pastorius Elemen","Yes","No","Philadelphia",589,19144,"99.490662139219012","Regular School",586,NA,NA,NA,NA,40.048053,-75.160907,NA,NA,1,0,4200874,420087407515
"182",182,"Ephrata Area SD","Highland El Sch","No","No","Ephrata",448,17522,"48.214285714285715","Regular School",216,19351,3408,23366,13236,40.182307,-76.178358,96.3,71.35,362,0,4209270,420927002570
"183",183,"Norristown Area SD","Marshall Street El Sch","No","No","Norristown",691,19403,"84.659913169319793","Regular School",585,40354,11945,46387,25634,40.128583,-75.362806,95.59,44,111,0,4216980,421698003408
"184",184,"Gillingham Charter School","Gillingham Charter School","Yes","No","Pottsville",239,17901,"64.01673640167364","Regular School",153,NA,NA,NA,NA,40.680833,-76.20027,NA,NA,171,1,4200841,420084107420
"185",185,"Independence CS","Independence CS","Yes","No","Philadelphia",812,19146,"50.492610837438427","Regular School",410,NA,NA,NA,NA,39.945068,-75.168679,NA,NA,209,0,4200087,420008700584
"186",186,"Haverford Township SD","Haverford MS","No","No","Havertown",1353,19083,"13.229859571322987","Regular School",179,31744,3930,32804,17450,39.983466,-75.305517,95.74,86.62,1143,1,4211670,421167001878
"187",187,"Philadelphia City SD","Finletter Thomas K Sch","No","No","Philadelphia",807,19120,"100","Regular School",807,855213,325401,1035252,582594,40.04389,-75.118959,92.94,36.36,12,1,4218990,421899003739
"188",188,"Shikellamy SD","Chief Shikellamy Sch","No","No","Sunbury",364,17801,"83.516483516483518","Regular School",304,13977,621,16295,9595,40.874978,-76.778434,NA,NA,254,0,4221540,422154000683
"189",189,"West Chester Area SD","East Bradford El Sch","No","No","West Chester",404,19380,"15.841584158415841","Regular School",64,69341,10378,72305,41059,39.969274,-75.641135,96.92,82.97,335,1,4225290,422529001392
"190",190,"Souderton Area SD","Indian Valley MS","No","No","Harleysville",748,19438,"12.834224598930481","Regular School",96,29640,4575,32059,16928,40.28527,-75.379197,93.62,76.83,640,2,4221870,422187004722
"191",191,"Olney Charter High School","Olney Charter High School","Yes","No","Philadelphia",1725,19140,"100","Regular School",1725,NA,NA,NA,NA,40.02843,-75.121531,NA,NA,20,0,4200843,420084307386
"192",192,"Pennsbury SD","Penn Valley El Sch","No","No","Levittown",371,19054,"40.970350404312669","Regular School",152,47722,6631,49998,26639,40.162549,-74.818998,95.09,67.96,291,0,4218840,421884001101
"193",193,"Bangor Area SD","Bangor Area HS","No","No","Bangor",1014,18013,"37.080867850098599","Regular School",376,14496,1149,16318,8446,40.884859,-75.1506,93.76,77.29,915,0,4203000,420300003434
"194",194,"Colonial SD","Plymouth El Sch","No","No","Plymouth Meeting",533,19462,"28.5178236397748","Regular School",152,29837,3582,31439,17414,40.115741,-75.295315,96.81,83.1,357,2,4219470,421947004711
"195",195,"Philadelphia City SD","Loesche William H Sch","No","No","Philadelphia",778,19116,"100","Regular School",778,855213,325401,1035252,582594,40.113104,-75.023163,93.89,65.03,427,3,4218990,421899004961
"196",196,"Abington SD","Rydal East Sch","No","No","Huntingdon Valley",584,19006,"10.445205479452","Regular School",61,39062,6333,41165,22024,40.099341,-75.09106,96.55,87.69,434,0,4202040,420204003226
"197",197,"Bethlehem Area SD","Governor Wolf El Sch","No","No","Bethlehem",407,18017,"52.3341523341523","Regular School",213,70992,23674,79240,44762,40.652266,-75.342732,96.11,59.73,224,0,4203570,420357003449
"198",198,"Perkiomen Valley SD","Perkiomen Valley MS-West","No","No","Zieglerville",586,19492,"16.89419795221843","Regular School",99,24408,3396,26132,12508,40.278368,-75.490954,NA,NA,518,2,4218930,421893000796
"199",199,"Springfield SD","Sabold El Sch","No","No","Springfield",643,19064,"18.195956454121305","Regular School",117,18055,2383,18971,9468,39.916866,-75.3398,96.53,86.57,516,2,4222600,422260006518
"200",200,"Saucon Valley SD","Saucon Valley El Sch","No","No","Hellertown",714,18055,"31.372549019607799","Regular School",224,11137,1108,11995,6558,40.572157,-75.327651,95.76,70.42,609,0,4211730,421173003485
"201",201,"Newport SD","Newport El Sch","No","No","Newport",477,17074,"56.813417190775681","Regular School",271,4610,118,5091,2919,40.478989,-77.133512,95.53,65.02,443,0,4216890,421689005260
"202",202,"Centennial SD","Willow Dale El Sch","No","No","Warminster",821,18974,"43.361753958587087","Regular School",356,32936,6562,36129,18927,40.213623,-75.104708,NA,NA,574,2,4205190,420519007388
"203",203,"Philadelphia City SD","Philadelphia Military Acad at Elverson","No","Yes","Philadelphia",313,19122,"100","Regular School",313,855213,325401,1035252,582594,39.985726,-75.154421,NA,NA,19,0,4218990,421899000899
"204",204,"Philadelphia City SD","Wagner Gen Louis MS","No","No","Philadelphia",480,19126,"100","Regular School",480,855213,325401,1035252,582594,40.051755,-75.147662,87.02,14.35,6,0,4218990,421899003835
"205",205,"Montoursville Area SD","Loyalsock Valley El Sch","No","No","Montoursville",241,17754,"30.70539419087137","Regular School",74,9017,289,9807,5427,41.316026,-76.907747,95.8,71.74,226,0,4215750,421575003044
"206",206,"Valley View SD","Valley View Intrmd Sch","No","No","Archbald",582,18403,"34.020618556701002","Regular School",198,12094,1230,13125,7406,41.496985,-75.561951,NA,NA,520,0,4224650,422465000298
"207",207,"ACT Academy Cyber CS","ACT Academy Cyber CS","Yes","No","Philadelphia",89,19138,"-1.1235955056179776","Regular School",-1,NA,NA,NA,NA,40.05634,-75.156231,NA,NA,8,0,4200868,420086807433
"208",208,"Lebanon SD","Southeast El Sch","No","No","Lebanon",469,17042,"100","Regular School",469,12839,7286,16745,10150,40.33634,-76.403821,97.54,49.41,169,0,4213440,421344002746
"209",209,"Scranton SD","Robert Morris #27","No","No","Scranton",314,18509,"58.598726114649679","Regular School",184,42320,11668,49874,28984,41.432812,-75.64693,93.41,56.12,227,0,4221090,422109004952
"210",210,"Antietam SD","Antietam MS/HS","No","No","Reading",417,19606,"41.966426858513188","Regular School",175,4401,753,5020,2930,40.347942,-75.867382,NA,NA,280,1,4202480,420248000820
"211",211,"Lake-Lehman SD","Lake-Lehman JSHS","No","No","Lehman",923,18627,"25.677139761646803","Regular School",237,11745,931,13065,5780,41.310845,-76.022114,93.87,65.69,893,1,4213020,421302002924
"212",212,"Williamsport Area SD","Williamsport Area SHS","No","No","Williamsport",1471,17701,"51.665533650577835","Regular School",760,23615,1645,26930,16061,41.242071,-77.075606,90.04,84.62,1010,2,4226460,422646006368
"213",213,"Eastern Lebanon County SD","Jackson El Sch","No","No","Myerstown",249,17067,"20.883534136546185","Regular School",52,11485,1232,14240,7818,40.36852,-76.330351,95.88,63.89,223,0,4208460,420846002735
"214",214,"Philadelphia City SD","Parkway-Center City","No","Yes","Philadelphia",554,19123,"100","Regular School",554,855213,325401,1035252,582594,39.962919,-75.159519,NA,NA,9,0,4218990,421899000771
"215",215,"Jim Thorpe Area SD","Penn-Kidder Campus","No","No","Albrightsville",636,18210,"58.490566037735803","Regular School",372,10278,847,11043,5983,41.016624,-75.591351,NA,NA,456,2,4212540,421254000776
"216",216,"Berwick Area SD","Nescopeck El Sch","No","No","Nescopeck",228,18635,"48.684210526315788","Regular School",111,13923,966,16199,9341,41.05095,-76.21486,95.21,79.73,217,0,4203480,420348006349
"217",217,"Tamaqua Area SD","West Penn Twp El Sch","No","No","New Ringgold",275,17960,"30.181818181818183","Regular School",83,10503,508,11892,6757,40.749087,-75.870705,95.94,67.36,254,0,4223220,422322003948
"218",218,"Methacton SD","Methacton HS","No","No","Eagleville",1628,19403,"14.3120393120393","Regular School",233,23643,6024,24887,12277,40.175576,-75.397783,95.88,84.46,1238,1,4214250,421425003305
"219",219,"Pennsbury SD","William Penn MS","No","No","Yardley",1023,19067,"21.1143695014662","Regular School",216,47722,6631,49998,26639,40.211478,-74.829768,94.94,79.38,808,0,4218840,421884001113
"220",220,"Harrisburg City SD","Marshall Academy","No","No","Harrisburg",99,17104,"76.767676767676761","Regular School",76,24137,9097,30641,19981,40.268,-76.846141,NA,NA,2,0,4211580,421158007498
"221",221,"Kennett Consolidated SD","Mary D Lang Kdg Ctr","No","No","Kennett Square",296,19348,"48.3108108108108","Regular School",143,15299,6977,18737,9539,39.84273,-75.712031,NA,NA,124,0,4212690,421269007390
"222",222,"Southeast Delco SD","Sharon Hill Sch","No","No","Sharon Hill",648,19079,"86.882716049382722","Regular School",563,18555,2589,20235,11189,39.908958,-75.268294,89.41,36.83,42,0,4222400,422240001943
"223",223,"Quakertown Community SD","Milford MS","No","No","Quakertown",427,18951,"20.843091334894599","Regular School",89,23141,2150,25775,13929,40.444909,-75.399379,95.87,84.3,380,0,4219890,421989006781
"224",224,"Mahanoy Area SD","Mahanoy Area El Sch","No","No","Mahanoy City",395,17948,"70.12658227848101","Regular School",277,7362,1091,8823,3182,40.809773,-76.150549,NA,NA,310,0,4214430,421443007283
"225",225,"Mid Valley SD","Mid Valley El Ctr","No","No","Throop",1013,18512,"51.628825271470802","Regular School",523,10619,957,11542,6726,41.447186,-75.603506,94.68,54.85,824,5,4215170,421517002423
"226",226,"Chester-Upland SD","Chester Upland Sch of Arts","No","No","Chester",493,19013,"100","Regular School",493,19804,4434,24842,14312,39.85445,-75.355381,NA,NA,3,0,4205860,420586006878
"227",227,"Tredyffrin-Easttown SD","Valley Forge El Sch","No","No","Wayne",557,19087,"4.4883303411131061","Regular School",25,27390,5536,27926,15829,40.07616,-75.43653,96.58,88.03,361,0,4223640,422364001438
"228",228,"Spring-Ford Area SD","Spring-Ford SHS 9-12 Ctr","No","No","Royersford",2381,19468,"16.08567828643427","Regular School",383,31935,3916,33365,18307,40.190268,-75.526252,93.55,93.66,1990,0,4222560,422256003367
"229",229,"Pen Argyl Area SD","Plainfield El Sch","No","No","Nazareth",465,18064,"46.6666666666666","Regular School",217,8025,621,8980,5128,40.788991,-75.277469,97.33,65.87,417,1,4218570,421857003511
"230",230,"Bethlehem Area SD","Freemansburg El Sch","No","No","Freemansburg",368,18017,"87.5","Regular School",322,70992,23674,79240,44762,40.626943,-75.34018,95.1,31.93,100,0,4203570,420357003458
"231",231,"Eastern University Academy Charter School","Eastern University Academy Charter Schoo","Yes","No","Philadelphia",328,19129,"99.08536585365853","Regular School",325,NA,NA,NA,NA,40.013114,-75.183891,NA,NA,1,0,4200822,420082206949
"232",232,"Wallingford-Swarthmore SD","Strath Haven HS","No","No","Wallingford",1149,19086,"11.662315056570931","Regular School",134,13746,2410,14176,7622,39.89484,-75.371817,96.13,91.89,875,0,4224790,422479005287
"233",233,"Folk Arts-Cultural Treasures CS","Folk Arts-Cultural Treasures CS","Yes","No","Philadelphia",479,19123,"76.82672233820459","Regular School",368,NA,NA,NA,NA,39.958956,-75.156114,NA,NA,16,0,4200141,420014100897
"234",234,"Fleetwood Area SD","Andrew Maier El Sch","No","No","Blandon",213,19510,"30.985915492957748","Regular School",66,10532,1536,11684,6366,40.441046,-75.883493,NA,NA,186,1,4209780,420978000791
"235",235,"Central Dauphin SD","West Hanover El Sch","No","No","Harrisburg",484,17112,"19.834710743801654","Regular School",96,61115,9050,66113,37434,40.33744,-76.723,96.25,84.94,403,1,4205400,420540001817
"236",236,"Christopher Columbus CS","Christopher Columbus CS","Yes","No","Philadelphia",800,19147,"100","Regular School",800,NA,NA,NA,NA,39.938586,-75.15869,NA,NA,460,0,4200052,420005200489
"237",237,"Upper Merion Area SD","Upper Merion MS","No","No","King of Prussia",1216,19406,"37.335526315789473","Regular School",454,24198,7080,25668,14732,40.09734,-75.38055,96.61,73.06,708,3,4224480,422448003394
"238",238,"Valley View SD","Valley View HS","No","No","Archbald",770,18403,"34.675324675324603","Regular School",267,12094,1230,13125,7406,41.497581,-75.561874,92.75,80.5,680,0,4224650,422465006775
"239",239,"Lower Merion SD","Penn Wynne Sch","No","No","Wynnewood",721,19096,"9.5700416088765508","Regular School",69,41799,9191,42890,24401,39.987092,-75.278349,96.88,89.56,481,0,4214160,421416003289
"240",240,"Penn-Delco SD","Pennell El Sch","No","No","Aston",415,19014,"15.903614457831326","Regular School",66,17788,1053,19250,10183,39.86399,-75.42976,96.37,77.5,380,1,4218580,421858005223
"241",241,"William Penn SD","Walnut Street El Sch","No","No","Darby",461,19023,"92.407809110629003","Regular School",426,25541,4626,28067,15189,39.92052,-75.254711,NA,NA,6,0,4226390,422639006806
"242",242,"Collegium CS","Collegium CS","Yes","No","Exton",2663,19341,"26.286143447239901","Regular School",700,NA,NA,NA,NA,40.01991,-75.660071,NA,NA,1253,3,4200050,420005000485
"243",243,"Philadelphia City SD","Lowell James R Sch","No","No","Philadelphia",870,19120,"100","Regular School",870,855213,325401,1035252,582594,40.04081,-75.129089,NA,NA,6,0,4218990,421899003746
"244",244,"Antietam SD","Mt Penn El Sch","No","No","Mount Penn",453,19606,"52.317880794701985","Regular School",237,4401,753,5020,2930,40.328786,-75.89029,95.74,59.26,275,0,4202480,420248005205
"245",245,"New Foundations CS","New Foundations CS","Yes","No","Philadelphia",1464,19136,"62.704918032786885","Regular School",918,NA,NA,NA,NA,40.035128,-75.024217,NA,NA,928,3,4200075,420007500531
"246",246,"Central Bucks SD","Doyle El Sch","No","No","Doylestown",479,18901,"12.317327766179501","Regular School",59,76834,10617,80091,41650,40.31024,-75.142608,96.63,89.07,429,2,4205310,420531004852
"247",247,"Parkland SD","Schnecksville Sch","No","No","Schnecksville",362,18078,"22.9281767955801","Regular School",83,41161,8298,43821,23434,40.667541,-75.604065,96.2,71.36,294,0,4218510,421851002825
"248",248,"Downingtown Area SD","Lionville MS","No","No","Exton",1094,19341,"9.7806215722120609","Regular School",107,46615,7494,48151,25390,40.048044,-75.660526,NA,NA,793,1,4207710,420771000307
"249",249,"Coatesville Area SD","East Fallowfield El Sch","No","No","East Fallowfield",328,19320,"46.036585365853597","Regular School",151,39101,6662,43528,23329,39.949374,-75.811848,94.14,61.22,180,1,4206240,420624001374
"250",250,"East Stroudsburg Area SD","Middle Smithfield El Sch","No","No","East Stroudsburg",507,18302,"60.157790927021694","Regular School",305,27149,8682,30613,16025,41.060706,-75.078216,93.5,68.13,142,2,4208670,420867003201
"251",251,"Bristol Township SD","Lincoln El Sch","No","No","Levittown",376,19056,"69.414893617021278","Regular School",261,32835,6020,37338,19440,40.133631,-74.880502,NA,NA,198,0,4204230,420423001024
"252",252,"Panther Valley SD","Panther Valley MS","No",NA,"Lansford",NA,18232,"?","Regular School",NA,7849,479,8860,5227,40.831296,-75.883586,NA,NA,NA,NA,4218450,421845001323
"253",253,"Philadelphia City SD","King Martin Luther HS","No","No","Philadelphia",901,19138,"100","Regular School",901,855213,325401,1035252,582594,40.056368,-75.161499,76.47,18.1,3,0,4218990,421899006675
"254",254,"Philadelphia City SD","Wagner Gen Louis MS","No","No","Philadelphia",480,19126,"100","Regular School",480,855213,325401,1035252,582594,40.051755,-75.147662,87.02,14.35,6,0,4218990,421899003835
"255",255,"Philadelphia City SD","Feltonville Sch of Arts & Sciences","No","No","Philadelphia",513,19120,"100","Regular School",513,855213,325401,1035252,582594,40.019528,-75.121831,NA,NA,10,0,4218990,421899000054
"256",256,"Jersey Shore Area SD","Jersey Shore MS","No","No","Jersey Shore",604,17740,"46.523178807947019","Regular School",281,11116,294,12550,7063,41.200448,-77.26341,94.74,62.46,588,2,4212480,421248003033
"257",257,"Pottstown SD","Barth El Sch","No","No","Pottstown",336,19464,"100","Regular School",336,13209,1729,15372,9317,40.252433,-75.672133,93.49,56.14,100,0,4219680,421968003345
"258",258,"Philadelphia City SD","Brown Henry A Sch","No","No","Philadelphia",534,19125,"100","Regular School",534,855213,325401,1035252,582594,39.986738,-75.12763,93.34,33.13,75,0,4218990,421899003684
"259",259,"Philadelphia City SD","Furness Horace HS","No","No","Philadelphia",667,19148,"100","Regular School",667,855213,325401,1035252,582594,39.923728,-75.15097,82.86,16.49,71,0,4218990,421899003818
"260",260,"Bensalem Township SD","Robert K Shafer MS","No","No","Bensalem",498,19020,"57.2289156626506","Regular School",285,39410,12419,43074,23646,40.100487,-74.938463,93.68,58.75,280,0,4203330,420333007030
"261",261,"North Penn SD","Gwyn-Nor El Sch","No","No","North Wales",618,19454,"24.757281553398059","Regular School",153,68031,17577,72148,39113,40.221567,-75.263117,96.47,77.31,323,1,4217280,421728004831
"262",262,"North Pocono SD","North Pocono MS","No","No","Moscow",696,18444,"32.471264367815998","Regular School",226,13907,806,15083,7957,41.337297,-75.531419,94.01,76.83,656,0,4217310,421731005233
"263",263,"Owen J Roberts SD","West Vincent El Sch","No","No","Chester Springs",582,19425,"7.3883161512027495","Regular School",43,22008,1874,23451,12325,40.11117,-75.689121,NA,NA,502,0,4218270,421827006812
"264",264,"Wallenpaupack Area SD","Wallenpaupack Pri Sch","No","No","Hawley",433,18428,"52.886836027713628","Regular School",229,17468,1750,18875,10376,41.457282,-75.172455,NA,NA,377,2,4224750,422475000129
"265",265,"Philadelphia City SD","Taylor Bayard Sch","No","No","Philadelphia",549,19140,"100","Regular School",549,855213,325401,1035252,582594,40.007111,-75.1382,90.17,11.42,1,0,4218990,421899003755
"266",266,"Philadelphia City SD","Overbrook Edu Ctr","No","No","Philadelphia",259,19151,"100","Regular School",259,855213,325401,1035252,582594,39.973795,-75.254885,94.36,46.02,2,0,4218990,421899006960
"267",267,"Philadelphia City SD","Lincoln HS","No","No","Philadelphia",1526,19136,"100","Regular School",1526,855213,325401,1035252,582594,40.042773,-75.043126,79.98,29.29,404,1,4218990,421899003845
"268",268,"Valley View SD","Valley View MS","No","No","Archbald",581,18403,"33.907056798623003","Regular School",197,12094,1230,13125,7406,41.497581,-75.561874,NA,NA,524,0,4224650,422465009969
"269",269,"Morrisville Borough SD","Grandview El Sch","No","No","Morrisville",285,19067,"64.561403508771932","Regular School",184,5555,1461,6014,3389,40.204718,-74.79052,NA,NA,115,0,4215900,421590007344
"270",270,"Lehighton Area SD","Lehighton Area HS","No","No","Lehighton",645,18235,"40.310077519379846","Regular School",260,11345,473,12975,7081,40.82787,-75.7272,95.02,76.77,596,0,4213500,421350001315
"271",271,"Wissahickon SD","Lower Gwynedd El Sch","No","No","Ambler",560,19002,"18.571428571428498","Regular School",104,25510,5516,26539,14364,40.167533,-75.231333,NA,NA,368,0,4202400,420240000304
"272",272,"Bristol Township SD","Maple Shade El Sch","No","No","Croydon",376,19020,"62.234042553191486","Regular School",234,32835,6020,37338,19440,40.103029,-74.888193,NA,NA,205,4,4204230,420423001022
"273",273,"Philadelphia City SD","Willard Frances E Sch","No","No","Philadelphia",753,19134,"100","Regular School",753,855213,325401,1035252,582594,39.991677,-75.117077,91.33,38.78,57,0,4218990,421899006544
