AUN,SchoolNumber,aun2,LEAName,SchoolName,ReadingPctProf1314,EconDisadv,DataElement.1,DataElement.2,DataElement.3,DataElement.4,DataElement.5,DataElement.6,DataElement.7,DataElement.8,Attendance1314,GradRate1314,Academic1314,Grade3Read1314,MathPctProf1314,Reading1314,SciBio1314,NumBlack,DropRate,PctELL,NumFemale,SURVYEAR,NCESSCH,STID,SEASCH,FIPST,LEAID,SCHNO,LEANM,SCHNAM,PHONE,MSTREE,MCITY,MSTATE,MZIP,MZIP4,LSTREE,LCITY,LSTATE,LZIP,LZIP4,TYPE,STATUS,UNION,ULOCAL,LATCOD,LONCOD,CONUM,CONAME,CDCODE,BIES,RECONSTY,RECONSTF,SMEMPUP,ISMEMPUP,SFTEPUP,ISFTEPUP,SFLE,ISFLE,SPFEMALE,ISPFEMALE,SPWHITE,ISPWHITE,SPELM,ISPELM,FTE,GSLO,GSHI,PKOFFRD,KGOFFRD,G01OFFRD,G02OFFRD,G03OFFRD,G04OFFRD,G05OFFRD,G06OFFRD,G07OFFRD,G08OFFRD,G09OFFRD,G10OFFRD,G11OFFRD,G12OFFRD,UGOFFRD,LEVEL,TITLEISTAT,TITLEI,STITLI,MAGNET,CHARTR,SHARED,FRELCH,REDLCH,TOTFRL,PK,AMPKM,AMPKF,ASPKM,ASPKF,HIPKM,HIPKF,BLPKM,BLPKF,WHPKM,WHPKF,HPPKM,HPPKF,TRPKM,TRPKF,KG,AMKGM,AMKGF,ASKGM,ASKGF,HIKGM,HIKGF,BLKGM,BLKGF,WHKGM,WHKGF,HPKGM,HPKGF,TRKGM,TRKGF,G01,AM01M,AM01F,AS01M,AS01F,HI01M,HI01F,BL01M,BL01F,WH01M,WH01F,HP01M,HP01F,TR01M,TR01F,G02,AM02M,AM02F,AS02M,AS02F,HI02M,HI02F,BL02M,BL02F,WH02M,WH02F,HP02M,HP02F,TR02M,TR02F,G03,AM03M,AM03F,AS03M,AS03F,HI03M,HI03F,BL03M,BL03F,WH03M,WH03F,HP03M,HP03F,TR03M,TR03F,G04,AM04M,AM04F,AS04M,AS04F,HI04M,HI04F,BL04M,BL04F,WH04M,WH04F,HP04M,HP04F,TR04M,TR04F,G05,AM05M,AM05F,AS05M,AS05F,HI05M,HI05F,BL05M,BL05F,WH05M,WH05F,HP05M,HP05F,TR05M,TR05F,G06,AM06M,AM06F,AS06M,AS06F,HI06M,HI06F,BL06M,BL06F,WH06M,WH06F,HP06M,HP06F,TR06M,TR06F,G07,AM07M,AM07F,AS07M,AS07F,HI07M,HI07F,BL07M,BL07F,WH07M,WH07F,HP07M,HP07F,TR07M,TR07F,G08,AM08M,AM08F,AS08M,AS08F,HI08M,HI08F,BL08M,BL08F,WH08M,WH08F,HP08M,HP08F,TR08M,TR08F,G09,AM09M,AM09F,AS09M,AS09F,HI09M,HI09F,BL09M,BL09F,WH09M,WH09F,HP09M,HP09F,TR09M,TR09F,G10,AM10M,AM10F,AS10M,AS10F,HI10M,HI10F,BL10M,BL10F,WH10M,WH10F,HP10M,HP10F,TR10M,TR10F,G11,AM11M,AM11F,AS11M,AS11F,HI11M,HI11F,BL11M,BL11F,WH11M,WH11F,HP11M,HP11F,TR11M,TR11F,G12,AM12M,AM12F,AS12M,AS12F,HI12M,HI12F,BL12M,BL12F,WH12M,WH12F,HP12M,HP12F,TR12M,TR12F,UG,AMUGM,AMUGF,ASUGM,ASUGF,HIUGM,HIUGF,BLUGM,BLUGF,WHUGM,WHUGF,HPUGM,HPUGF,TRUGM,TRUGF,MEMBER,AM,AMALM,AMALF,ASIAN,ASALM,ASALF,HISP,HIALM,HIALF,BLACK,BLALM,BLALF,WHITE,WHALM,WHALF,PACIFIC,HPALM,HPALF,TR,TRALM,TRALF,TOTETH,VIRTUALSTAT,NSLPSTATUS,CHARTAUTH1,CHARTAUTH2,list,schNames,cs,schSize,hs,poorest
113364002,7182,1133640027182,Lancaster SD,CARTER AND MACRAE EL SCH, ,90.5,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,92.83,NA,59.4,48.98,54.96,47.33,58.54,14.5,Not Applicable,11.5,45.75,2013,421314007281,113364002,7182,42,4213140,07281,LANCASTER SD,CARTER AND MACRAE EL SCH,7173966842,251 S PRINCE ST,LANCASTER,PA,17603,5396,251 SOUTH PRINCE ST,LANCASTER,PA,17603,5396,1,1,000,13,40.0336,-76.3068,42071,LANCASTER COUNTY,4216,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,30,PK,05,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,348,14,362,20,0,0,1,1,9,8,0,0,0,0,0,0,1,0,75,0,0,1,3,22,25,5,3,5,2,0,0,6,3,72,0,0,0,1,27,20,6,5,2,4,0,0,4,3,75,0,0,0,0,28,26,7,4,4,2,0,0,2,2,56,0,0,1,0,21,18,4,6,3,2,0,0,1,0,53,0,0,2,0,14,18,7,6,4,1,0,0,0,1,49,0,0,2,3,21,13,2,3,5,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,400,0,0,0,15,7,8,270,142,128,58,31,27,34,23,11,0,0,0,23,14,9,400,VIRTUALNO,NSLPPRO2,N,N,1,Carter and MacRae El Sch,0,2, ,1
126515001,3687,1265150013687,Philadelphia City SD,DUNBAR PAUL L SCH, ,90.48,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.09,NA,49.5,39.28,41.73,33.86,14.29,88.89,0,.79,49.21,2013,421899003687,126515001,3687,42,4218990,03687,PHILADELPHIA CITY SD,DUNBAR PAUL L SCH,2156845065,1750 N 12TH ST,PHILADELPHIA,PA,19122,2513,1750 NORTH 12TH ST,PHILADELPHIA,PA,19122,2513,1,1,000,11,39.979,-75.1542,42101,PHILADELPHIA COUNTY,4201,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,22,PK,08,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,1,1,2,2,2,228,0,228,24,0,0,0,0,0,1,10,10,0,0,0,0,1,2,19,0,0,0,0,0,0,8,9,0,0,0,0,2,0,37,0,0,0,0,0,3,13,12,0,0,0,0,6,3,32,0,0,0,0,1,0,16,13,0,0,0,0,1,1,34,0,0,0,0,2,0,17,14,0,0,0,0,1,0,21,0,0,0,0,0,0,9,10,0,1,0,0,0,1,22,0,0,0,0,0,0,11,11,0,0,0,0,0,0,22,0,0,0,0,1,0,9,12,0,0,0,0,0,0,22,0,0,0,0,1,0,8,13,0,0,0,0,0,0,19,0,0,0,0,0,0,11,8,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,252,0,0,0,0,0,0,9,5,4,224,112,112,1,0,1,0,0,0,18,11,7,252,VIRTUALNO,NSLPNO,N,N,0, ,0,1, ,1
126515001,5188,1265150015188,Philadelphia City SD,WRIGHT RICHARD R SCH, ,90.39,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,89.37,NA,47.3,23.81,25.16,19.62,30.19,89.9,Not Applicable,.74,45.57,2013,421899005188,126515001,5188,42,4218990,05188,PHILADELPHIA CITY SD,WRIGHT RICHARD R SCH,2156845076,2700 W DAUPHIN ST,PHILADELPHIA,PA,19132,4638,2700 WEST DAUPHIN ST,PHILADELPHIA,PA,19132,4638,1,1,000,11,39.9903,-75.1776,42101,PHILADELPHIA COUNTY,4202,2,N,2,2,PS,1,FA,2,PS,2,PS,2,PS,2,PS,21.12,PK,05,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,367,0,367,39,0,0,0,0,0,0,18,20,0,0,0,0,0,1,54,1,1,0,0,0,0,26,23,0,0,0,0,3,0,70,0,0,0,0,1,0,35,27,0,0,0,0,6,1,65,0,0,0,0,0,0,33,26,0,0,0,0,6,0,73,0,0,0,0,0,0,30,34,0,0,0,0,7,2,60,0,0,0,0,2,2,35,19,0,0,0,0,1,1,45,0,0,0,0,1,2,14,25,0,0,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,406,2,1,1,0,0,0,8,4,4,365,191,174,0,0,0,0,0,0,31,25,6,406,VIRTUALNO,NSLPNO,N,N,0, ,0,2, ,1
114067002,8247,1140670028247,Reading School District,MILLMONT EL SCH, ,90.38,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,94.12,NA,54.8,50.56,46.67,45.49,45.78,10.08,Not Applicable,8.09,45.95,2013,422004007458,114067002,8247,42,4220040,07458,READING SD,MILLMONT EL SCH,6103715853,400 SUMMIT AVENUE,READING,PA,19611, ,400 SUMMIT AVE,READING,PA,19611, ,1,1,000,13,40.3179,-75.9308,42011,BERKS COUNTY,4216,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,41.8,PK,05,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,554,38,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,1,50,48,17,5,7,6,0,0,1,0,117,0,0,0,0,48,36,6,8,9,9,0,0,0,1,122,0,0,0,0,56,44,5,4,4,5,0,0,2,2,101,0,0,0,0,43,34,3,6,5,3,0,0,2,5,89,0,0,2,0,34,40,5,0,2,3,0,0,3,0,91,0,0,0,0,33,33,4,3,9,4,0,0,4,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,655,0,0,0,3,2,1,499,264,235,66,40,26,66,36,30,0,0,0,21,12,9,655,VIRTUALNO,NSLPNO,N,N,1,Millmont El Sch,0,3, ,1
108070502,8280,1080705028280,Altoona Area SD,PENN-LINCOLN EL SCH, ,90.19,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone, ,NA,54.4,56.58,54.93,50.66,62.67,16.72,Not Applicable,0,47.59,2013,420234007486,108070502,8280,42,4202340,07486,ALTOONA AREA SD,PENN-LINCOLN EL SCH,8149468396,411 12TH ST,ALTOONA,PA,16602, ,411 12TH ST,ALTOONA,PA,16602, ,1,3,000,13,40.5117,-78.3945,42013,BLAIR COUNTY,4209,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,32.41,KG,06,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,5,1,1,2,2,2,524,37,561,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,132,0,0,0,0,2,2,13,10,46,59,0,0,0,0,85,0,1,0,0,1,0,7,6,42,28,0,0,0,0,87,0,0,0,0,0,0,10,4,34,39,0,0,0,0,77,0,0,0,0,0,1,6,9,33,28,0,0,0,0,82,0,0,0,0,2,0,9,6,38,27,0,0,0,0,93,0,0,0,0,2,0,5,7,43,36,0,0,0,0,66,0,0,1,0,0,0,6,6,26,27,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,622,1,0,1,1,1,0,10,7,3,104,56,48,506,262,244,0,0,0,0,0,0,622,VIRTUALNO,NSLPNO,N,N,0, ,0,3, ,1
113364002,2581,1133640022581,Lancaster SD,FULTON EL SCH, ,90.18,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,94.25,NA,69.0,48.21,66.67,48.85,63.08,15.63,Not Applicable,16.07,45.76,2013,421314002581,113364002,2581,42,4213140,02581,LANCASTER SD,FULTON EL SCH,7172916110,225 W ORANGE ST,LANCASTER,PA,17603,3782,225 WEST ORANGE ST,LANCASTER,PA,17603,3782,1,1,000,13,40.039,-76.3097,42071,LANCASTER COUNTY,4216,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,32,PK,05,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,386,18,404,20,0,0,0,1,7,5,0,3,0,0,0,0,2,2,74,0,0,0,1,29,15,6,2,10,4,0,0,4,3,81,0,0,1,3,26,23,6,7,4,5,0,0,3,3,66,0,0,6,3,19,20,4,5,3,4,0,0,2,0,62,0,0,2,1,21,18,5,7,2,3,0,0,1,2,78,0,0,2,0,27,24,8,5,3,7,0,0,2,0,67,0,0,5,3,23,17,6,6,3,3,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,448,0,0,0,28,16,12,274,152,122,70,35,35,51,25,26,0,0,0,25,15,10,448,VIRTUALNO,NSLPPRO2,N,N,1,Fulton El Sch,0,2, ,1
126515001,3708,1265150013708,Philadelphia City SD,EDMONDS FRANKLIN S SCH, ,90.15,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,94.6,NA,62.0,39.76,48.05,40.87,50.00,94.98,Not Applicable,.74,45.35,2013,421899003708,126515001,3708,42,4218990,03708,PHILADELPHIA CITY SD,EDMONDS FRANKLIN S SCH,2152765261,8025 THOURON AVE,PHILADELPHIA,PA,19150,2424,8025 THOURON AVE,PHILADELPHIA,PA,19150,2424,1,1,000,11,40.0731,-75.171,42101,PHILADELPHIA COUNTY,4202,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,32.5,PK,05,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,485,0,485,53,0,0,0,0,1,0,29,22,0,0,0,0,1,0,80,0,0,0,0,0,1,44,31,0,0,0,0,3,1,86,0,0,0,0,0,1,46,32,0,0,0,0,5,2,70,0,0,0,0,0,0,37,32,0,0,0,0,0,1,89,0,0,0,0,0,2,49,37,0,0,0,0,1,0,92,0,0,0,0,0,0,38,47,1,0,0,0,4,2,68,0,0,0,0,0,0,35,32,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,538,0,0,0,0,0,0,5,1,4,511,278,233,1,1,0,0,0,0,21,14,7,538,VIRTUALNO,NSLPNO,N,N,0, ,0,3, ,1
105252602,7035,1052526027035,Erie City SD,PFEIFFER-BURLEIGH EL SCH, ,89.69,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.91,NA,54.6,22.86,31.58,24.31,27.91,44.53,0,18.49,45.91,2013,420930007035,105252602,7035,42,4209300,07035,ERIE CITY SD,PFEIFFER-BURLEIGH SCH,8148746750,235 E 11TH ST,ERIE,PA,16503,1009,235 EAST 11TH ST,ERIE,PA,16503,1009,1,1,000,12,42.1261,-80.0766,42049,ERIE COUNTY,4203,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,59.16,KG,08,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,1,1,2,2,2,792,0,792,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,0,0,8,3,13,7,29,16,12,10,1,0,0,0,111,0,0,7,2,7,11,36,22,10,16,0,0,0,0,116,0,0,9,9,10,6,28,23,16,15,0,0,0,0,84,0,0,8,3,5,11,17,22,9,7,0,1,1,0,88,0,0,6,5,11,5,19,16,11,10,0,0,3,2,85,0,0,7,5,5,10,20,14,11,9,0,0,1,3,66,0,0,7,5,7,2,15,12,7,10,0,0,1,0,88,0,0,4,3,9,7,21,20,9,11,0,0,4,0,58,0,0,6,6,3,9,13,11,4,5,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,795,0,0,0,103,62,41,138,70,68,354,198,156,182,89,93,2,1,1,16,10,6,795,VIRTUALNO,NSLPPRO2,N,N,0, ,0,4, ,1
103028833,0193,1030288330193,Steel Valley SD,BARRETT EL SCH, ,89.66,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,91.74,NA,55.6,44.44,48.25,36.81,45.24,68.28,Not Applicable,0,46.9,2013,422279000193,103028833,0193,42,4222790,00193,STEEL VALLEY SD,BARRETT EL SCH,4124643600,221 E 12TH AVE,HOMESTEAD,PA,15120,1634,221 EAST 12TH AVE,HOMESTEAD,PA,15120,1634,1,1,000,21,40.4051,-79.9078,42003,ALLEGHENY COUNTY,4214,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,22.4,01,05,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,2,2,244,16,260,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,63,0,0,0,1,0,0,20,21,6,7,0,0,4,4,69,0,0,1,0,0,0,27,25,5,5,0,0,2,4,59,0,0,0,1,1,0,18,18,7,3,0,0,9,2,51,0,0,1,0,0,0,20,13,5,6,0,0,2,4,48,0,0,0,0,0,0,22,14,3,6,0,0,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,290,0,0,0,4,2,2,1,1,0,198,107,91,53,26,27,0,0,0,34,18,16,290,VIRTUALNO,NSLPNO,N,N,0, ,0,1, ,1
121390302,4929,1213903024929,Allentown City SD,TREXLER MS, ,89.66,Attendance Rate,Cohort Graduation Rate,Final Academic Score,Grade 3 Reading - Percent Proficient or Advanced on PSSA,Mathematics/Algebra I - Percent Proficient or Advanced on PSSA/Keystone Exam,Percent 3 or Higher on any AP Exam or 4 or Higher on any IB Exam,Reading/Literature - Percent Proficient or Advanced on PSSA/Keystone Exam,Science/Biology - Percent Proficient or Advanced on PSSA/Keystone,93.29,NA,57.9,NA,57.84,45.13,23.92,16.38,0,10.88,42.89,2013,420228004929,121390302,4929,42,4202280,04929,ALLENTOWN CITY SD,TREXLER MS,4847654601,851 N 15TH ST,ALLENTOWN,PA,18102,1201,851 NORTH 15TH ST,ALLENTOWN,PA,18102,1201,1,1,000,12,40.6105,-75.4933,42077,LEHIGH COUNTY,4215,2,N,2,2,PS,2,PS,2,PS,2,PS,2,PS,2,PS,52,06,08,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,5,1,1,2,2,2,756,70,826,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,316,0,0,0,4,114,99,31,18,27,23,0,0,0,0,317,0,0,2,3,130,80,27,30,29,16,0,0,0,0,295,0,0,4,2,113,87,24,22,28,13,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,928,0,0,0,15,6,9,623,357,266,152,82,70,136,84,52,0,0,0,2,1,1,928,VIRTUALNO,NSLPNO,N,N,0, ,0,4, ,1
