Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.864921144,6.383623377,4.821027935,4.110264251,2.280371874,1.867211764,1.637991097,2.687518788,-3.180675367,5.091392685,-5.395598907,8.530923433,3.005937478,-5.276682038,3.610129478,-1.291668436,4.030340669,1.282662475,1.924123666,10.84807498,2.332936465,2.324779259,2.104101953,1.919602379,2.837407764,2.646899868,0.800152799,0.400266855,1.949999978,2.199999982,2.600000088,2.999999972,3.499999994,2.061639469,,
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,8.451562412,2.825030083,9.520749753,3.783270681,8.642086617,2.871455425,4.309063729,5.996854915,5.697949367,0.692171874,1.404146852,10.93764724,8.708311376,19.18264182,14.21163626,11.34652473,11.11842604,12.51728567,11.22264853,14.28486883,2.231654493,5.250891246,4.176259302,10.19707261,6.912457988,7.983750447,15.17068797,6.650520523,-1.270403675,1.466912709,3.968783812,1.081918311,1.045244023,2.799846803,2.523108492,
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.955940448,8.148320012,4.784711575,4.149052118,9.829617278,7.870708094,5.650125928,8.385017748,5.577729803,7.503134357,6.778505416,8.178045141,7.708915805,5.544900006,2.100071039,5.517564408,8.904474431,6.267686829,4.93912395,0.751895406,-2.261655509,-7.285568852,2.862992703,6.201703581,1.041412269,5.784949498,6.875439664,3.819392963,5.065672856,3.904917795,2.571919975,9.15201618,7.413680559,4.729601446,3.920889571,0.886582088,5.578186399,8.397847841,8.222200687,1.8008246,1.076396317,2.902185091,6.404510783,4.259452774,5.886377313,8.779640959,7.935340515,2.731620422,-1.015718862,4.954320527,4.517746474,5.167582778,3.437273971,3.502352231,2.757443821,
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,3.255302841,5.717845388,5.271249792,5.353566799,1.913764566,9.048841847,-0.88784619,-2.748374736,-1.048120922,-0.268986265,4.216928381,6.051586273,3.399821122,-1.153445367,0.821369484,1.271410314,-2.821091672,0.236423696,-0.899254081,0.804049384,1.092818966,2.063112895,4.554296345,1.603058426,1.589794277,-0.204859385,2.887211427,2.670471722,2.954230189,3.355034968,3.116647784,2.775568509,4.035295021,3.774682758,2.070974137,3.81784652,6.045096511,4.203233687,3.702605494,6.900833027,3.24122442,1.382636785,-3.567806371,0.185160332,1.16565018,1.195900394,1.31182369,1.282425682,1.322206672,
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,8.583858538,4.826686057,3.434488688,0.984491527,9.476426331,5.427960425,8.709502863,6.595998422,1.088183477,-4.849443009,19.68833449,8.918234752,5.411470669,7.929716566,1.596674541,0.095303565,-2.402172725,3.705539918,0.680083276,-2.948564774,-10.6926974,-11.58060298,-14.8781804,0.716930036,2.457201026,7.838750049,2.785004012,0.155720869,6.191203445,5.915865714,3.182230186,1.42859081,3.791364597,5.770878841,11.20171308,12.0658059,7.262137034,4.116828059,1.449116717,2.388332912,2.802964336,3.014390465,2.686032552,,,
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.305202786,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,20.26629219,16.36200095,7.777403359,9.905569384,5.753244701,2.516998441,6.021708985,5.582181702,8.757894384,4.882540772,3.70395029,7.065250812,8.646777846,7.947425531,7.403999506,0.739501448,9.399998832,0.700000292,5.899998774,6.100001091,1.625018396,2.402460676,5.091645313,4.686084743,5.673380231,3.576056688,3.220606243,2.788196717,4.379398998,3.863109461,4.516829031,4.934072991,3.652696543,-2.028977871,1.364184191,0.404392546,-2.448049655,-5.939077045,-2.497056608,1.586206341,
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.61494236,-0.506542349,0.061904248,2.909309465,6.221406001,4.282799044,-0.674271248,-0.316032669,1.438050224,4.294136059,3.051521283,1.64694964,3.601842545,4.947456257,6.4422623,6.87654427,5.529266339,2.710955571,-4.841785296,2.295089687,1.966612632,-0.900306692,-0.528170821,1.978154045,4.198049657,
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.132699754,4.300341294,4.777486913,0.890068704,-0.866738895,4.949258392,3.347218088,3.008492877,4.150363333,1.408828659,0.529240537,-0.394840746,1.572410149,2.822947834,2.32793522,2.287339269,1.402151574,3.707235669,3.896551724,5.255006086,5.108261508,1.923807011,-0.956165307,2.45737182,1.737640631,0.817897617,1.84920067,1.979618407,1.987134949,2.962045368,1.695471452,0,-0.709906172,1.169970413,0.706713948,3.700159572,3.260535297,1.082315404,-5.618860435,4.079933305,3.660000155,0.405170675,0.297847586,1.599770392,1.687723781,
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.27761666,-0.017966978,-6.620881242,-0.937342557,-3.488261164,-4.115498865,-0.745872137,0.099378566,2.179006178,0.416213954,2.047764413,2.61856229,3.199959365,3.8264761,3.169601169,4.799864683,5.100061387,5.799962619,5.032627058,3.486917489,4.467514526,4.842379573,4.999907255,6.000194324,,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,11.77249771,-18.44415398,14.26068471,12.08436862,4.134422099,2.691695741,5.426393654,1.284560626,7.077737298,7.518692187,8.55901728,-0.243166103,5.254898279,0.607930897,2.047356934,1.680944019,1.431325265,1.974719115,2.641783027,1.490817886,4.978087155,0.683294802,0.375310954,0.473103034,-1.753160254,7.687213049,3.250144236,-0.088242377,2.9296875,6.356736243,7.047279215,-1.166666667,0.674536256,0,-1.256281407,0.593723494,3.878583474,2.75974026,
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.378832476,5.666822173,0.637021234,9.269938215,4.555254814,2.740910109,3.421605092,3.974947702,6.322485008,2.026089152,3.001883355,4.174997582,3.75923971,-0.815954366,-1.221451732,6.093500398,1.978853936,2.27454664,3.950129277,-0.48754235,-0.886903824,3.713982742,2.651857245,4.165577102,4.024434464,4.94924089,0.28993683,-0.142664103,0.572900399,1.607443631,1.300427042,1.975460501,-0.089605044,5.525396929,3.065175426,2.900132129,3.260895114,2.218139367,2.948016194,3.746890518,0.823156075,0.466298252,0.390091339,2.638951051,2.437029516,3.796742609,0.824417532,-0.717955926,-5.087936061,1.625132918,1.152142525,-0.073322003,-0.243779283,1.261905838,1.178551281,
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-2.31324875,17.04724093,6.50290263,6.764865116,-12.48183392,13.46334483,3.327542288,0.238860485,10.89144583,18.22668288,10.87146607,10.39416408,12.89576373,6.001902902,5.193253357,6.728122643,4.981783949,2.140684677,4.531399217,7.968738509,4.279867479,1.69870863,4.627946349,1.252895975,-2.122534978,3.5219932,10.11736736,2.155963331,4.400538815,-5.454312395,0.944138889,10.51318199,7.222621361,2.303256396,5.493629299,7.131367357,8.004274432,7.010597728,6.715354091,5.656604877,1.809229488,5.788207316,-0.25335881,1.31195822,9.262750074,10.67115484,8.47462478,3.143711459,0.935781292,8.302152802,2.820884489,2.629506212,4.777741911,7.340878365,6.953313621,
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-13.60544133,-19.68504182,34.31372877,5.839413012,6.206898209,-4.80497094,9.452962559,10.79623858,8.433280276,8.862657113,-11.33171916,27.42396948,3.813176298,7.494917704,5.045341612,8.386756483,5.258585985,9.2148357,7.477826553,0.790606971,2.99999609,6.400004115,5.400003025,5.59999653,3.699997253,0.400001002,-0.699997524,-1.000005491,4.400002159,0.800000581,-1.200000584,1.800002301,-2.100000761,-0.899996546,3.799994788,4.09999847,1.099999938,5.100003609,3.200001553,3.8,3,5.6,7.2,4.3,5.9,1.7,3.4,2.4,1.6,3.6,2.9,3.4,2.8,3.8,3.9,
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-11.94777114,-0.261817913,5.971530364,10.42531555,10.19004913,7.982023674,-0.945894306,2.495546271,11.08933169,13.1607281,6.526178784,5.250659774,8.875185244,4.329073568,6.796383097,3.120655522,7.755070165,9.877984328,7.114247074,7.317752166,5.818623809,5.909535158,8.385901268,9.604096692,7.5902621,7.01673873,9.05798597,9.890495603,6.268457505,5.781173678,8.377384802,10.94270385,11.08669491,10.79345529,9.809891181,8.916314328,7.044618639,1.73522492,6.056473018,7.440286105,6.659415346,7.812095003,8.68737162,8.869768583,9.647140553,10.7171969,12.12636721,8.407978346,7.549292177,9.772136875,8.441376602,7.42911771,7.136696214,6.722531263,6.460260277,
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.224068443,4.098204324,5.231372796,8.312726039,5.502664766,3.915213615,5.383959628,6.950851657,6.098598324,6.365032096,5.185249775,6.295255075,6.776797745,6.489719594,3.814909978,6.691079269,3.965634506,2.030452601,3.059256802,2.833816563,3.905320755,0.853565633,1.1866805,2.361321143,1.212170989,2.324294494,3.217292224,3.314253031,1.982056808,5.431300779,4.782940304,4.471415998,3.633140648,3.03580625,2.924204064,5.534758198,4.974889692,1.804997842,1.850099762,4.467280305,1.186469894,1.787803632,4.462874483,6.820972738,6.571983239,6.629512756,6.458447653,3.773855164,1.108954959,6.534086179,5.130811272,4.072520474,3.802618443,3.647164752,4.116106661,
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.806202392,6.159818961,7.817984489,10.65701258,6.511587051,9.047938559,8.520524732,10.37631437,11.64565095,2.222427574,5.138919681,7.491290047,7.782836661,0.510336871,3.543111027,4.257419172,5.223943174,5.728325038,5.79985954,3.511935841,4.56165657,3.957012015,3.931740421,5.770009871,6.257600427,4.330066279,5.554701519,7.728283047,5.476069815,5.572335149,4.469426076,3.457004601,3.638046651,4.295542365,4.688950898,4.83488798,3.769472871,-0.56881502,3.040031051,4.639429579,2.685488306,3.727962042,4.368000401,5.252258784,4.921757765,5.710172729,6.71430617,3.581443365,1.322244921,7.265423023,4.521181451,4.721651041,4.514780252,3.996192527,3.885800106,
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.480217799,-5.317711792,-10.60417015,-5.580438993,-10.57611301,-1.308824291,-0.012979281,2.633789783,-1.780784652,2.189378453,8.065300849,2.793271459,5.404817256,6.757866501,8.195589377,6.96301574,8.089460291,7.650890767,4.381207012,-6.123475798,5.371778751,5.343055304,2.850857383,2.612604092,1.55474832,-0.654397251,
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.723622359,4.780339308,6.00833068,2.350466085,-0.481686662,4.788603211,2.885815743,3.190431068,3.72842245,1.436799562,0.496527031,0.963451507,1.910134604,2.659423039,2.743417156,2.774116715,3.061637666,4.200060487,3.554663733,2.295895795,0.412062001,-0.621138807,-0.844451722,1.084729555,2.152011996,1.797676107,2.874600591,2.512343443,2.900080493,4.31979344,2.2486574,1.720242869,1.858776155,3.226914306,2.716847789,3.953990667,3.719613227,1.016887441,-4.501359154,2.568246402,2.277917313,0.127501391,0.597924757,1.408720444,1.482482368,
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.543078652,4.558883964,3.875658364,7.811889623,4.717973158,-0.339525639,4.621073941,1.909438399,4.66923798,6.87192933,6.292606196,5.017640704,13.95068213,11.20850963,10.972154,7.397187619,1.604842112,5.706824945,3.734048401,3.708682969,5.61286412,0.614845354,-0.336868771,2.625273268,3.935001412,3.464782516,-0.259098708,5.89046729,1.005777946,3.679914053,4.291342398,2.114310675,1.973218079,4.258250468,2.252548774,1.731747514,4.327864764,3.266529404,-4.739385791,1.091801564,4.0156299,4.096776659,2.722877337,8.211020917,5.291308267,4.403526434,2.190063972,6.3571306,0.566491592,3.525298669,7.868140919,5.641962067,4.553575531,3.67498214,0.290361073,
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,1.056646105,0.62593502,2.721416473,6.812550193,5.598515657,3.440912102,2.028896592,0.705246872,2.485498631,8.939172852,14.62724784,12.83695847,5.779710077,6.038857111,10.01133525,3.75608078,9.907170896,7.401139432,6.091515217,6.602049912,2.646575817,2.51942153,5.300718932,4.972378572,5.701753293,1.078837985,4.431996091,2.900790829,3.97317216,4.642458783,4.988730552,5.491131509,4.036367066,6.105460399,5.368005967,3.535225676,2.370489108,3.193454733,4.091919181,4.471352753,6.842960587,7.088015957,7.152051034,4.685445188,5.139126087,1.816646644,2.193878354,2.106724617,2.228791014,4.2,
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.679128907,6.389289446,5.76745628,5.487697571,4.963942297,5.264697243,5.261934278,5.542121605,6.95354168,5.601038791,3.806634165,4.922847159,6.170635802,3.21712711,-0.759775187,5.020904999,3.077728895,3.130507998,3.846968966,2.158108075,0.515947864,0.720666735,1.385434994,2.368124637,2.308112336,2.51086674,2.546324392,4.312664722,4.104055553,3.576883515,2.656096478,1.412690528,-0.660533798,2.470234687,2.466886378,1.735206449,2.724098987,2.971069358,2.988043153,3.867451136,2.159607955,1.015048192,0.724737973,2.288948787,1.702117558,3.24622867,3.055738239,0.475425069,-4.542265901,2.065151634,1.594780569,-0.880979902,-0.320545577,0.896985954,1.656874866,
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.45476252,21.22141136,2.858379037,9.258838371,7.908684909,1.772582792,0.013480241,-3.141985774,8.75543519,3.005429218,-2.655515842,1.451735534,2.57444953,-0.969216929,1.42682206,-9.783030037,3.87650156,2.194190545,8.679799936,,,,,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.83867419,9.953438103,9.596498874,5.308510246,6.253134899,7.24606031,4.340338417,6.597020138,8.907015555,4.290932921,4.6494735,8.149745867,7.788465253,5.618785769,0.542203325,3.303791529,2.838574285,1.463003374,0.041546504,2.208728136,-0.132468629,1.246461737,1.770115752,1.78468753,2.321435858,3.253321719,5.547122621,5.094324229,4.8270303,3.781393447,2.546000579,0.929215423,-1.031491774,2.383195323,2.757494028,2.674639067,3.689613998,4.305978447,4.484901183,5.289093179,4.001069225,2.879762121,3.187571476,3.166746501,3.723102943,4.174119116,3.768895263,1.115972755,-3.57381203,0.013786544,-1.000080488,-2.620308512,-1.671971848,1.360673017,3.214286402,
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.323887279,11.79859548,4.117324056,-0.856495096,10.56808194,6.328672643,6.07641942,7.416210542,6.294727029,9.373736784,10.27186523,7.748203062,-5.419463511,-14.72440239,2.462773326,7.583125148,5.182578141,1.567795821,2.906537167,1.067840531,
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,0.916013858,8.235005718,-2.848021453,-11.14435298,9.661612359,13.8593304,0.503674879,-0.36104418,2.726451783,-7.137479708,-8.672480128,13.14283396,3.18996457,6.127511412,12.42617378,3.133906867,-3.458139148,5.162145824,6.073217492,8.301306322,1.514725693,-2.161359721,13.57260315,11.81876594,10.83472707,11.456167,10.78852168,8.802553202,12.55053834,11.17829624,8.647811635,10.58227004,10.27918702,9.607518001,
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.592327523,5.031566294,5.147865054,5.567709485,4.393286792,4.298858879,4.456490789,5.064430258,5.7872765,5.275494273,3.640643101,4.710856596,6.100626991,2.234329265,-0.781762856,4.622546754,2.835775336,3.213734374,3.824204265,1.45797406,0.308042195,0.992486143,1.828156693,2.451770447,2.600385138,2.67273392,2.968519567,4.42215737,3.715979874,2.954335938,1.408958658,1.071828089,-0.142585691,2.856919043,2.68614386,2.01695076,2.784780716,3.017101793,3.004642978,3.885299682,2.234095182,1.337512481,1.313110194,2.560060465,2.093641407,3.385118671,3.117209445,0.50211812,-4.390684954,2.079835338,1.761168014,-0.47714182,0.186819335,1.357815733,1.948759597,
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.410563843,16.24124298,-20.27018129,5.30875577,6.563104817,3.55822559,3.357100741,6.594334542,8.15206634,12.79470528,7.191179425,1.370115876,2.255797833,-1.42712176,-5.819533078,14.17901128,6.038429734,6.14371582,5.003959478,5.112016513,4.107083483,5.44911077,-6.851307402,12.05201323,3.018452695,-0.631427244,1.982695802,
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.604670479,2.981945536,3.285099636,5.238686598,5.302857802,2.372823015,2.168828883,2.303289984,9.593287785,5.333907792,2.356920312,7.735485518,6.983827975,3.236533613,1.804897704,0.344382966,0.239510404,2.91970809,7.121926394,5.389047425,1.294774467,3.087354214,3.121057312,3.214128124,3.536693192,2.726138081,3.559095975,5.209858683,5.087701647,0.675783494,-5.914425874,-3.32462938,-0.734493304,3.93926095,4.207130673,3.658833063,6.251807841,5.428512567,4.444134273,5.634847452,2.580792075,1.680325089,1.993984087,3.926057175,2.779955031,4.055197444,5.184800809,0.720668487,-8.269036558,2.992337502,2.570817745,-1.42618936,-0.758036295,-0.698309888,0.546055314,
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.517580341,3.6061037,6.358770678,4.87728137,-2.700268677,0,13.35183275,7.916222296,2.596410963,12.70270626,6.888987411,7.485278875,11.61286808,2.60115104,0.530209854,2.736163022,5.904011483,1.863400801,12.22482087,-1.6034563,6.329989594,-5.978485932,-3.960121867,8.393024574,-4.613475786,7.749906701,-6.615020009,0.955756561,7.438632882,5.80000042,-2.700001239,6.100000707,2.130031135,5.099999897,2.499999369,4.80000002,-2.200000103,1.300002337,8.799998672,-1.699999246,1.999998847,3.200000591,0.999998968,5.300000995,0.699999968,1.85248247,-0.850653611,1.032794285,-1.386037503,2.954673156,-3.050276112,1.634990386,5.35548347,6.941674542,3.419565179,
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.506272437,6.672174626,5.347173767,6.518338303,4.778035177,5.214008052,4.688158821,4.25902469,6.990530534,5.727118376,5.34571156,4.541578928,6.310450659,4.291351832,-0.980162271,4.314246107,3.451368946,3.978805853,3.559112323,1.588188988,1.077744601,2.508531254,1.256296474,1.524469431,1.623244589,2.351242289,2.577322066,4.733954269,4.353231141,2.914009701,1.039105331,1.599671214,-0.612652833,2.345385593,2.085084537,1.388004028,2.337333404,3.556201252,3.407099149,3.875162259,1.954449425,1.118456892,0.81953167,2.786424111,1.607713814,2.3749469,2.361498873,0.195294766,-2.941341055,1.965657375,2.079229175,0.182693034,0.576241547,0.259494108,1.155966989,
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199760048,2.548903379,3.526011561,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.084012539,-3.111552175,-6.065738569,2.955722519,1.383750704,4.5632095,1.747193334,0.599899534,1.825861414,-3.231262222,2.160556312,-0.163398426,-2.059676851,-2.559644172,0.961955354,2.530578819,2.050567151,0.564168715,-3.561518835,-3.402898057,,
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,14.76684319,7.449211597,6.092435284,4.554453634,8.33333566,4.508004567,4.115152854,2.508800881,8.082910434,8.679342176,10.25873091,11.33697068,10.18243362,39.48709518,19.19011491,35.62533797,-12.58209117,-24.04920607,0.47440528,2.552937158,5.095329279,-3.097520398,5.608240679,7.508902308,-2.332949333,-0.803597734,-17.14604221,12.84535325,8.54530999,5.192237277,6.112503483,-3.090145652,3.946555008,3.712754841,4.973847763,3.62504902,5.738367395,3.477833587,-8.932622802,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,3.900705466,-3.634637434,5.658952383,-3.308430649,0.13033112,7.089887315,7.091753343,5.251076918,5.63841405,4.314877125,3.856683734,
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.573569963,1.327993179,3.956241167,5.038282449,2.788976828,2.049311178,2.310965101,3.984737995,2.052445651,4.502202022,3.481668484,4.22717337,6.539976364,-2.520946269,-1.54959909,3.028289444,2.597040157,4.12994247,3.676169141,-2.169300429,-0.846837299,2.075394779,4.201788106,2.260386736,4.113248602,3.168344,5.560088461,5.920048849,2.519097553,0.553581904,-1.257045499,0.446408127,2.634999891,4.023968099,2.521726173,2.667812646,3.098960561,3.376468167,3.112744032,3.79884463,2.75803547,2.493914266,3.336664571,2.488458121,2.996358264,2.661822553,2.586036583,-0.466876766,-4.19194486,1.54017665,1.972398563,1.179056123,2.159903871,2.852843317,2.329183321,
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,7.535631294,6.249999544,4.456334814,4.778149725,12.05211625,2.470936125,2.836873807,6.482761546,8.80829341,7.380945301,6.097564234,6.896550161,7.429127692,7.370346072,4.576266275,5.267423656,2.001538541,4.301886844,5.426922971,4.94165542,-8.175275893,1.282042848,5.555558079,-7.195201896,-14.7882259,-21.10000057,-44.89999991,-29.30000147,-10.39999328,2.599995222,11.20000269,10.51904065,3.104903424,2.869256461,1.838341787,4.805452136,5.473838085,11.05810212,5.857329773,9.599640804,9.383276297,12.34399988,2.314047429,-3.775774557,6.253028626,7.221523093,6.350481944,3.387043726,4.623331907,2.774928095,
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.429674012,4.109158606,4.405974201,2.209327505,1.36899887,-4.258290372,3.075364052,0.368860329,6.006174964,9.723472587,5.216124557,-2.4876554,2.884584195,6.852516832,-12.43162902,-3.530182806,2.274107244,8.475935599,-2.514941418,0.471695943,-3.503066947,-6.92365041,-4.563737506,8.647569458,5.091617273,5.199160679,4.794898878,5.628168765,5.0858727,3.328817883,5.28182629,3.879419253,4.850000564,3.299999591,4.11241904,4.602461045,4.196357576,4.700390779,4.39999686,3.700000115,4,4.499999699,5.199999984,5.59999999,5.900003953,6.399912419,4.346819153,9.149799094,4.845756132,7.899740293,14.04600263,9.292511869,7.312525021,3.985865624,3.882704469,
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299938845,6.308116697,4.003476013,4.324062754,2.613423005,3.2709473,5.044144542,3.970099106,4.607673202,4.461575085,5.181603459,3.644121242,3.812004035,2.503060561,3.658346471,5.164609466,1.24860126,2.340117313,2.997272561,2.496728569,1.757682351,4.936932709,-0.280192286,1.936217423,3.90876145,3.944111989,2.299999238,0.399998601,0.099994528,
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,0,9.576143464,2.435522882,6.153846574,-0.065877033,0.24170478,9.250329251,5.878793617,12.39342908,7.351225734,3.439576058,6.316446315,-1.328183166,6.270079608,3.32189401,-0.764582639,10.88322777,3.535257305,-0.812264661,4.091070738,2.454332596,4.476826924,5.895721872,3.558879369,3.107039256,3.378688939,3.012101064,0.154346248,0.881848176,2.223545592,4.899999092,3.499998513,6.399999316,5.500000174,5.800000236,-3.250000307,6.869999803,7.049999934,-0.941675912,1.124099702,3.631025533,5.734641946,6.449695858,6.524632607,-4.328668868,5.862230311,4.780907872,0.877460551,,
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-3.910967458,6.374860894,1.10989279,4.559241048,7.84558432,4.943455305,-7.170069971,13.12604338,1.994144363,-15.9526515,18.16752815,4.200082135,-3.398287429,9.109222986,4.166492897,-0.793847626,2.900000007,4.599999988,6.100000021,6.099999986,5.100000023,1.099999971,2.1,3.20000002,4.400000008,11.6,6.5,-28.09997973,1.025537409,5.426987367,2.188906815,-0.985177525,0.568510176,2.76140199,4.265425195,2.309750124,3.204668686,3.204910483,3.314407697,4.432021672,9.334094819,-1.798000803,0.820272416,2.541075102,4.796779831,
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.769420503,2.201675946,5.004387196,1.011381671,12.90517887,-2.330556357,4.436737362,2.655262182,-1.229178079,-1.758564084,-1.022238918,34.74532004,11.03321304,16.66883555,17.48626375,66.57999726,149.9729635,23.77448233,25.66401544,18.21377995,63.37987543,19.46283403,13.95525032,37.99872686,16.74870061,7.704917606,12.25217091,9.908375613,-4.534718957,-3.825021882,1.975648557,5.747235995,-6.507499735,-0.284307682,-12.19385266,
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.1495374,1.533518906,10.13605526,8.258340252,9.39266085,6.098846533,5.481437166,6.664109252,9.899730172,7.951269095,7.841176999,10.16015113,8.092378652,-6.438240588,6.366808717,6.851897986,2.941001647,7.246863393,3.282080212,0.677131056,-1.55372125,-1.132647498,-1.078622381,2.010580399,2.509556558,0.517660103,-2.258863527,4.28786171,3.799999997,0,3.099999982,0.700000012,-1.600000003,2.000000007,2.099719767,2.862128846,4.484199148,3.894904772,3.072596664,3.919770772,4.131612076,3.922871842,5.794531264,5.060992565,0.599142055,5.65243372,3.273746857,-0.335172557,-4.300733667,-5.479037108,-9.132494153,-7.300493935,-3.198239636,0.653982658,-0.231571523,
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,5.414719583,6.011886135,-0.445671335,0.852286353,4.925457783,2.926100764,4.784730549,8.081464069,8.2495912,11.14979523,3.428210656,6.072043095,5.19924531,2.296901551,-0.296422603,-2.639664954,2.753406261,2.503940065,4.057409389,4.608848939,6.541905963,10.07249863,1.872901282,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27306387,-4.017708784,6.150583245,0.949050949,-6.613908956,-0.511266454,0.764825341,-1.155295176,2.352300913,5.684820479,3.410985657,
