"","State","ReportYear","ProgramCode","Program","ProgramType","UNITID","TotalNumPrepPrgs","UGPrograms","UGMinGPAEntry","UGMinGPAExit","PGPrograms","PGMinGPAEntry","PGMinGPAExit","SCEAvgHrsPrior_StdntTch","SCEAvgHrsFor_StdntTch","SCEAvgHrsPrior_TeachRcd","SCEAvgHrsFor_TeachRcd","SuperFTEFaculty","SCENumAdjunctIHE","SCENumCoopTeachK12","SuperStudents","TotalEnroll","CompletersCurrent","MaleEnroll","MaleCompleters","FemaleEnroll","FemaleCompleters","OtherGenderEnroll","OtherGenderCompleters","NonReportGenderEnroll","NonReportGenderCompleters","IndianEnroll","IndianCompleters","AsianEnroll","AsianCompleters","BlackEnroll","BlackCompleters","HispanicEnroll","HispanicCompleters","IslanderEnroll","IslanderCompleters","WhiteEnroll","WhiteCompleters","MultiRacialEnroll","MultiRacialCompleters","NonReportRaceEthEnroll","NonReportRaceEthCompleters","GrantMajors","StateLocalNeeds","SchoolNeeds","SpecEdCore","GenEdDisabilities","GenEdLEP","GenEdLowInc","LocalityTrn","AssuranceComments","B_ratio","W_ratio","BW_completionRatio","X","INSTNM","IALIAS","ADDR","CITY","STABBR","ZIP","FIPS","OBEREG","CHFNM","CHFTITLE","GENTELE","EIN","DUNS","OPEID","OPEFLAG","WEBADDR","ADMINURL","FAIDURL","APPLURL","NPRICURL","VETURL","ATHURL","DISAURL","SECTOR","ICLEVEL","CONTROL","HLOFFER","UGOFFER","GROFFER","HDEGOFR1","DEGGRANT","HBCU","HOSPITAL","MEDICAL","TRIBAL","LOCALE","OPENPUBL","ACT","NEWID","DEATHYR","CLOSEDAT","CYACTIVE","POSTSEC","PSEFLAG","PSET4FLG","RPTMTH","INSTCAT","C15BASIC","C15IPUG","C15IPGRD","C15UGPRF","C15ENPRF","C15SZSET","CCBASIC","CARNEGIE","LANDGRNT","INSTSIZE","F1SYSTYP","F1SYSNAM","F1SYSCOD","CBSA","CBSATYPE","CSA","NECTA","COUNTYCD","COUNTYNM","CNGDSTCD","LONGITUD","LATITUDE","ADMCON1","ADMCON2","ADMCON3","ADMCON4","ADMCON5","ADMCON6","ADMCON7","ADMCON8","ADMCON9","XAPPLCN","APPLCN","XAPPLCNM","APPLCNM","XAPPLCNW","APPLCNW","XADMSSN","ADMSSN","XADMSSNM","ADMSSNM","XADMSSNW","ADMSSNW","XENRLT","ENRLT","XENRLM","ENRLM","XENRLW","ENRLW","XENRLFT","ENRLFT","XENRLFTM","ENRLFTM","XENRLFTW","ENRLFTW","XENRLPT","ENRLPT","XENRLPTM","ENRLPTM","XENRLPTW","ENRLPTW","XSATNUM","SATNUM","XSATPCT","SATPCT","XACTNUM","ACTNUM","XACTPCT","ACTPCT","XSATVR25","SATVR25","XSATVR75","SATVR75","XSATMT25","SATMT25","XSATMT75","SATMT75","XACTCM25","ACTCM25","XACTCM75","ACTCM75","XACTEN25","ACTEN25","XACTEN75","ACTEN75","XACTMT25","ACTMT25","XACTMT75","ACTMT75","XCSTOTLT","CSTOTLT","XCSTOTLM","CSTOTLM","XCSTOTLW","CSTOTLW","XCSAIANT","CSAIANT","XCSAIANM","CSAIANM","XCSAIANW","CSAIANW","XCSASIAT","CSASIAT","XCSASIAM","CSASIAM","XCSASIAW","CSASIAW","XCSBKAAT","CSBKAAT","XCSBKAAM","CSBKAAM","XCSBKAAW","CSBKAAW","XCSHISPT","CSHISPT","XCSHISPM","CSHISPM","XCSHISPW","CSHISPW","XCSNHPIT","CSNHPIT","XCSNHPIM","CSNHPIM","XCSNHPIW","CSNHPIW","XCSWHITT","CSWHITT","XCSWHITM","CSWHITM","XCSWHITW","CSWHITW","XCS2MORT","CS2MORT","XCS2MORM","CS2MORM","XCS2MORW","CS2MORW","XCSUNKNT","CSUNKNT","XCSUNKNM","CSUNKNM","XCSUNKNW","CSUNKNW","XCSNRALT","CSNRALT","XCSNRALM","CSNRALM","XCSNRALW","CSNRALW"
"93","Pennsylvania",2021,"2363","La Salle University","Traditional",NA,14,1,2.8,3,1,3.4,3,141,320,141,2,2,10,32,12,145,24,33,5,112,19,0,0,0,0,0,0,2,0,19,0,14,3,0,0,91,15,4,0,15,6,1,1,1,1,1,1,1,1,"Candidates are placed in geographically and demographically diverse field placements and experiences beginning freshman year and continuing through student teaching. Our coursework and field experiences explicitly address ways to serve underrepresented and marginalized populations including but are not limited to students and families with disabilities and low socioeconomic status. We also work to prepare teachers to cultivate and draw from the linguistic and cultural resources of students, families, and communities in school. This includes coursework related to serving English learners and students of color.",0,0.995879120879121,0,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"94","Pennsylvania",2021,"2363","La Salle University","Traditional",NA,14,1,2.8,3,1,3.4,3,141,320,141,2,2,10,32,12,145,24,33,5,112,19,0,0,0,0,0,0,2,0,19,0,14,3,0,0,91,15,4,0,15,6,1,1,1,1,1,1,1,1,"Candidates are placed in geographically and demographically diverse field placements and experiences beginning freshman year and continuing through student teaching. Our coursework and field experiences explicitly address ways to serve underrepresented and marginalized populations including but are not limited to students and families with disabilities and low socioeconomic status. We also work to prepare teachers to cultivate and draw from the linguistic and cultural resources of students, families, and communities in school. This includes coursework related to serving English learners and students of color.",0,0.995879120879121,0,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"95","Pennsylvania",2021,"2363","La Salle University","Alternative, IHE-based",NA,5,0,NA,NA,1,3.4,3,230,360,80,2,1,1,4,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,"The integrated early elementary/special education program does this most comprehensively. The secondary education program also prepares students with 9 credits of special education and ELL coursework and their unique inclusion practicum.",2,NA,NA,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"96","Pennsylvania",2021,"2363","La Salle University","Alternative, IHE-based",NA,5,0,NA,NA,1,3.4,3,230,360,80,2,1,1,4,2,2,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,"The integrated early elementary/special education program does this most comprehensively. The secondary education program also prepares students with 9 credits of special education and ELL coursework and their unique inclusion practicum.",2,NA,NA,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"97","Pennsylvania",2021,"2388","Lancaster Bible College","Traditional",213400,10,1,3,3,1,3,3,160,600,NA,NA,7,5,172,148,100,30,25,8,75,22,0,0,0,0,0,0,2,0,1,0,2,1,0,0,95,29,0,0,0,0,1,1,1,1,1,1,1,1,"In order to accomplish these assurances Lancaster Bible College employs specific strategies. Seminars are held each year to inform the students of current trends and legislation affecting schools. The curriculum includes courses (Exceptional Child, Teaching The English Language Learner, and Inclusionary Practices) where the objectives directly address the needs of students with disabilities, limited English proficiency, and those from low-income families. During the semester prior to student teaching, all prospective teachers participate in weekly field placements in urban schools where the student populations are inclusive of these levels of needs.

LBC now offers special education and ESL certification. In addition to the above assurance statement, LBC requires students to complete appropriate field experiences in their chosen area of certification.

LBC surveys local LEAs to receive feedback on teacher candidates and program effectiveness.",0,1.01754385964912,0,1286,"Lancaster Bible College",NA,"901 Eden Rd","Lancaster","PA","17601-5036",42,2,"Peter W Teague","President",7175697071,231484178,NA,328500,1,"https://www.LBC.edu","https://www.lbc.edu/admissions-financial-aid/index.html","https://www.lbc.edu/admissions-financial-aid/index.html","www.lbc.edu/apply/index","https://lbc.studentaidcalculator.com/survey.aspx","www.lbc.edu/Assets/PDFs/Adult%20Learner/lbc_dc-va-application-and-enrollment-checklist.pdf","www.lbc.edu/about/student-consumer-information/index","www.lbc.edu/undergraduate/academics/academic-resources/ally-center/disability-services/index.html",2,1,2,9,1,1,12,1,2,2,2,2,21,1,"A",-2,-2,-2,1,1,1,1,1,2,24,19,13,9,4,10,24,51,2,2,2,NA,-2,29540,1,-2,-2,42071,"Lancaster County",4216,-76.287781,40.074375,1,3,1,3,1,3,1,1,3,"R",414,"R",185,"R",229,"R",279,"R",127,"R",152,"R",173,"R",82,"R",91,"R",165,"R",78,"R",87,"R",8,"R",4,"R",4,"R",134,"R",72,"R",44,"R",24,"R",460,"R",570,"R",440,"R",550,"R",19,"R",25,"R",19,"R",24,"R",17,"R",24,"R",387,"R",179,"R",208,"R",0,"R",0,"R",0,"R",5,"R",2,"R",3,"R",123,"R",52,"R",71,"R",11,"R",7,"R",4,"R",0,"Z",0,"R",0,"R",219,"R",105,"R",114,"R",8,"R",2,"R",6,"R",19,"R",10,"R",9,"R",2,"R",1,"R",1
"98","Pennsylvania",2021,"2364","Lebanon Valley College","Traditional",NA,11,1,3,3,0,NA,NA,190,540,NA,NA,9,9,209,209,120,47,26,9,94,38,0,0,0,0,0,0,1,0,3,1,4,2,0,0,110,42,2,2,0,0,1,1,1,1,1,1,1,1,"All certification candidates are required to take a minimum of 9 credits in special education and 3 credit hours of ELL instruction and complete a minimum of 190 hours of field work.  Lebanon Valley College's field work component for all students will exceed the 190 hour minimum and will be distributed among the various experience types designated by the Pennsylvania Department of Education.  All Special Education majors dual-major in Early Childhood Education.",0.851063829787234,0.974854932301741,0.873015873015873,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"99","Pennsylvania",2021,"2364","Lebanon Valley College","Traditional",NA,11,1,3,3,0,NA,NA,190,540,NA,NA,9,9,209,209,120,47,26,9,94,38,0,0,0,0,0,0,1,0,3,1,4,2,0,0,110,42,2,2,0,0,1,1,1,1,1,1,1,1,"All certification candidates are required to take a minimum of 9 credits in special education and 3 credit hours of ELL instruction and complete a minimum of 190 hours of field work.  Lebanon Valley College's field work component for all students will exceed the 190 hour minimum and will be distributed among the various experience types designated by the Pennsylvania Department of Education.  All Special Education majors dual-major in Early Childhood Education.",0.851063829787234,0.974854932301741,0.873015873015873,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"100","Pennsylvania",2021,"2365","Lehigh University","Traditional",213543,10,0,NA,NA,1,3,3,150,600,NA,NA,6,1,36,22,49,18,14,7,35,11,0,0,0,0,2,0,3,0,0,0,1,0,0,0,39,18,2,0,2,0,1,1,1,1,1,1,1,1,"Our teacher certification-preparation curricula address aspects of cultural, socioeconomic and linguistic diversity appropriate to each course. These programs include heavy emphasis on RTII and inclusion. Special education candidates take general education methods courses, just as general education candidates take multiple special education methods courses.  Required content methods courses focus on adapting curriculum, assessments, and instructional implementation for English Language Learners based on WIDA English Development standards.  At the secondary level, we do our best to place each candidate in either an urban or suburban setting for the 4-week extended stage 3 pre-student-teaching experience and then in the other setting for student teaching.  Because of our geographic location, we do not place candidates in rural settings.",NA,1.25641025641026,NA,1288,"Lehigh University",NA,"27 Memorial Drive West","Bethlehem","PA","18015",42,2,"John D. Simon","President",6107583000,240795445,"793265539",328900,1,"www.lehigh.edu","www.lehigh.edu/admissions","www.lehigh.edu/financialaid","www1.lehigh.edu/admissions/undergrad/apply","https://npc.collegeboard.org/student/app/lehigh","www.lehigh.edu/registrar/students/veterans.html","www.lehighsports.com/sports/2013/6/27/GEN_0627132600.aspx?id=244","studentaffairs.lehigh.edu/disabilities",2,1,2,9,1,1,12,1,2,2,2,2,13,1,"A",-2,-2,-2,1,1,1,1,1,2,16,17,15,14,4,14,16,15,2,3,2,NA,-2,10900,1,408,-2,42095,"Northampton County",4215,-75.378887,40.607158,2,3,1,2,1,3,1,2,3,"R",13403,"R",7548,"R",5855,"R",3499,"R",1777,"R",1722,"R",1249,"R",690,"R",559,"R",1249,"R",690,"R",559,"R",0,"R",0,"R",0,"R",727,"R",58,"R",522,"R",42,"R",590,"R",680,"R",640,"R",740,"R",29,"R",32,"R",28,"R",33,"R",28,"R",33,"R",1921,"R",1059,"R",862,"R",2,"R",1,"R",1,"R",134,"R",73,"R",61,"R",56,"R",32,"R",24,"R",121,"R",58,"R",63,"R",0,"R",0,"R",0,"R",1182,"R",665,"R",517,"R",31,"R",12,"R",19,"R",75,"R",33,"R",42,"R",320,"R",185,"R",135
"101","Pennsylvania",2021,"2367","Lincoln University of Pennsylvania","Traditional",213598,2,0,NA,NA,1,3,3,100,350,0,0,2.5,1,15,15,59,17,13,2,46,15,0,0,0,0,0,0,0,0,57,17,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,"Lincoln University has signed memorandums of agreement with five schools in the City of Philadelphia, and agreements with several suburban school districts, to collaborate with them for student teaching and field experience sites. In addition, the Thurgood Marshall College Fund has become available to provide financial support for those who qualify. These agreements and resources allow students to have access to training and working with a multitude of different student populations. This access allows our students to meet the assurances listed above.",1.03508771929825,NA,NA,1289,"Lincoln University",NA,"1570 Baltimore Pike","Lincoln University","PA","19352-0999",42,2,"Dr. Richard Green","Interim President",4843658000,231352655,"75477331",329000,1,"www.lincoln.edu/","www.lincoln.edu/admissions/","www.lincoln.edu/departments/financial-aid","lincoln.elluciancrmrecruit.com/admissions/pages/welcome.aspx","www.lincoln.edu/departments/financial-aid/net-price-calculator","www.lincoln.edu/departments/bursar",NA,"www.lincoln.edu/departments/student-support-services/services-students-disabilites-ssd",1,1,1,7,1,1,20,1,1,2,2,2,21,1,"A",-2,-2,-2,1,1,1,1,1,2,19,13,11,11,4,11,18,21,2,2,2,NA,-2,37980,1,428,-2,42029,"Chester County",4216,-75.928273,39.807725,1,3,1,3,3,3,1,1,3,"R",3685,"R",1263,"R",2422,"R",3211,"R",1055,"R",2156,"R",526,"R",183,"R",343,"R",517,"R",180,"R",337,"R",9,"R",3,"R",6,"R",442,"R",85,"R",92,"R",18,"R",380,"R",460,"R",370,"R",465,"R",15,"R",19,"R",14,"R",20,"R",15,"R",19,"R",405,"R",139,"R",266,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",335,"R",108,"R",227,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0,"R",8,"R",3,"R",5,"R",4,"R",0,"R",4,"R",25,"R",16,"R",9,"R",27,"R",11,"R",16
"102","Pennsylvania",2021,"2367","Lincoln University of Pennsylvania","Alternative, IHE-based",213598,2,0,NA,NA,1,3,3,100,350,0,0,2.5,1,17,17,59,17,13,2,46,15,0,0,0,0,0,0,0,0,57,17,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,"Lincoln University has signed memorandums of agreement with five schools in the City of Philadelphia to collaborate with them for student teaching and field experience sites. In addition, the Thurgood Marshall College Fund has become available to provide financial support for those who qualify. These agreements and resources allow students to have access to training and working with a multitude of different student populations. This access allows our students to meet the assurances listed above.",1.03508771929825,NA,NA,1289,"Lincoln University",NA,"1570 Baltimore Pike","Lincoln University","PA","19352-0999",42,2,"Dr. Richard Green","Interim President",4843658000,231352655,"75477331",329000,1,"www.lincoln.edu/","www.lincoln.edu/admissions/","www.lincoln.edu/departments/financial-aid","lincoln.elluciancrmrecruit.com/admissions/pages/welcome.aspx","www.lincoln.edu/departments/financial-aid/net-price-calculator","www.lincoln.edu/departments/bursar",NA,"www.lincoln.edu/departments/student-support-services/services-students-disabilites-ssd",1,1,1,7,1,1,20,1,1,2,2,2,21,1,"A",-2,-2,-2,1,1,1,1,1,2,19,13,11,11,4,11,18,21,2,2,2,NA,-2,37980,1,428,-2,42029,"Chester County",4216,-75.928273,39.807725,1,3,1,3,3,3,1,1,3,"R",3685,"R",1263,"R",2422,"R",3211,"R",1055,"R",2156,"R",526,"R",183,"R",343,"R",517,"R",180,"R",337,"R",9,"R",3,"R",6,"R",442,"R",85,"R",92,"R",18,"R",380,"R",460,"R",370,"R",465,"R",15,"R",19,"R",14,"R",20,"R",15,"R",19,"R",405,"R",139,"R",266,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",335,"R",108,"R",227,"R",5,"R",1,"R",4,"R",0,"R",0,"R",0,"R",8,"R",3,"R",5,"R",4,"R",0,"R",4,"R",25,"R",16,"R",9,"R",27,"R",11,"R",16
"103","Pennsylvania",2021,"2654","Lock Haven University of Pennsylvania","Traditional",213613,12,1,3,3,1,3,3,86,562.5,NA,NA,17,3,153,255,255,90,75,28,180,62,0,0,0,0,2,1,4,1,2,1,6,1,0,0,243,84,2,0,2,2,1,1,1,1,1,1,1,1,"All teacher education majors without a dual certification in Special Education must complete 9-12 credit hours to meet competencies in Special Education and English Language Learners.  The students with dual certification with Special Education meet related competencies within the degree programs.",1.41666666666667,0.979423868312757,1.44642857142857,1290,"Lock Haven University","Lock Haven","401 North Fairview Street","Lock Haven","PA","17745-2390",42,2,"Dr. Michael Fiorentino, Jr.","President",5704842011,232442881,"172508103",332300,1,"www.lhup.edu","www.lhup.edu/admissions/","www.lhup.edu/students/financialaid/","www.lhup.edu/Admissions/applying-to-lhu.html","www.passhe.edu/answers/Calculator/LO/npcalc-213613.htm","www.lhup.edu/Admissions/Veterans/","sidearm.sites.s3.amazonaws.com/golhu.com/documents/2012/10/24/NCAAGradRates.pdf?tab=ncaagraduationratereport","www.lhup.edu/colleges/Business_Information/academic_development/disability_services/",1,1,1,7,1,1,20,1,2,2,2,2,32,1,"A",-2,-2,-2,1,1,1,1,1,2,19,16,8,10,3,13,20,22,2,2,1,"Pennsylvania State System of Higher Education",142050,30820,2,558,-2,42035,"Clinton County",4205,-77.463565,41.142097,1,2,1,2,2,2,1,1,3,"R",3750,"R",1546,"R",2204,"R",3294,"R",1371,"R",1923,"R",804,"R",352,"R",452,"R",793,"R",347,"R",446,"R",11,"R",5,"R",6,"R",754,"R",94,"R",104,"R",13,"R",420,"R",520,"R",430,"R",520,"R",17,"R",23,"R",15,"R",23,"R",16,"R",24,"R",1138,"R",442,"R",696,"R",1,"Z",0,"R",1,"R",7,"R",2,"R",5,"R",81,"R",37,"R",44,"R",17,"R",6,"R",11,"Z",0,"Z",0,"Z",0,"R",1009,"R",388,"R",621,"R",8,"R",3,"R",5,"R",10,"R",6,"R",4,"R",5,"Z",0,"R",5
"104","Pennsylvania",2021,"2372","Lycoming College","Traditional",NA,11,1,2.8,3,0,NA,NA,100,600,NA,NA,3,2,27,18,52,18,9,5,14,9,0,0,29,4,0,0,0,0,0,0,1,0,0,0,19,13,0,0,32,5,1,1,1,1,1,1,1,1,"Lycoming College's Education Department prides itself in the preparation of students who are highly qualified to meet the demanding needs of today's diverse classrooms.  Not only do all students receive training in a subject area (Major), they are  prepared with the tools and instructional strategies to become effective teachers who use best practices in the classroom (i.e., full inclusion, differentiated instruction, Prek-12 literacy).  All pre-service teacher candidates receive nine credits of special education coursework and three credits of English Learner coursework.  Additionally, ALL students spend at least 150 hours of experience observing and  participating in our economically diverse area.  The surrounding schools of our higher education institution offer opportunities for urban and rural experience.",NA,1.9766081871345,NA,NA,"Cheyney University of Pennsylvania","Cheyney","1837 University Circle","Cheynew","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,-75.529121,39.934513,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
"105","Pennsylvania",2021,"2372","Lycoming College","Traditional",NA,11,1,2.8,3,0,NA,NA,100,600,NA,NA,3,2,27,18,52,18,9,5,14,9,0,0,29,4,0,0,0,0,0,0,1,0,0,0,19,13,0,0,32,5,1,1,1,1,1,1,1,1,"Lycoming College's Education Department prides itself in the preparation of students who are highly qualified to meet the demanding needs of today's diverse classrooms.  Not only do all students receive training in a subject area (Major), they are  prepared with the tools and instructional strategies to become effective teachers who use best practices in the classroom (i.e., full inclusion, differentiated instruction, Prek-12 literacy).  All pre-service teacher candidates receive nine credits of special education coursework and three credits of English Learner coursework.  Additionally, ALL students spend at least 150 hours of experience observing and  participating in our economically diverse area.  The surrounding schools of our higher education institution offer opportunities for urban and rural experience.",NA,1.9766081871345,NA,NA,"PASSHE Center City","PASSHE Ctr. City","","Philadelphia","PA","",42,NA,"","",NA,NA,"",NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"Philadelphia County",NA,-75.160276,39.954532,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA
