aun2,school,year,aun,schoolnumber,county_,district_,group,grade,subject1,subject2,subject3,numberscored1,numberscored2,numberscored3,pctadvanced1,pctadvanced2,pctadvanced3,pctproficient1,pctproficient2,pctproficient3,pctbasic1,pctbasic2,pctbasic3,pctbb1,pctbb2,pctbb3,district,engprofadv,mathprofadv,sciprofadv,survyear,ncessch,stid,seasch,fipst,leaid,schno,leanm,schnam,phone,mstree,mcity,mstate,mzip,mzip4,lstree,lcity,lstate,lzip,lzip4,type,status,union,ulocal,latcod,loncod,conum,coname,cdcode,bies,reconsty,reconstf,smempup,ismempup,sftepup,isftepup,sfle,isfle,spfemale,ispfemale,spwhite,ispwhite,spelm,ispelm,fte,gslo,gshi,povrate
1.152e+12,"COMMONWEALTH CHARTER ACADE",2016,115220002,7774,"DAUPH","COMMONWEALTH CHARTER","All Students","School Total","English Language Arts","Math","Science",2896,"2905","1050","5.6","3.6","22.9","34.7","11.7","31.7","41.6","25.6","19.2","18.1","59.1","26.2","",40.3,15.3,"54.6","2013","420011900756","115220002","7774","42","4200119","00756","COMMONWEALTH CONNECTIONS ACADEMY CS","COMMONWEALTH CONNECTIONS ACADEMY CS","7176517200","4050 CRUMS MILL ROAD","HARRISBURG","PA","17112","3631","4050 CRUMS MILL RD","HARRISBURG","PA","17112","3631","1","1","000","21","40.312","-76.8288","42043","DAUPHIN COUNTY","4211","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","317.17","KG","12",.52681349
1.152e+12,"COMMONWEALTH CONNECTI",2015,115220002,7774,"","COMMONWEALTH CONNECT","All Students","School Total","English Language Arts","Math","Science",2874,"2890","1057","5.2","3.3","28.8","35","12.2","31.9","41.9","31.8","18.9","17.8","52.7","20.4","COMMONWEALTH CONNECTI",40.2,15.5,"60.7","2013","420011900756","115220002","7774","42","4200119","00756","COMMONWEALTH CONNECTIONS ACADEMY CS","COMMONWEALTH CONNECTIONS ACADEMY CS","7176517200","4050 CRUMS MILL ROAD","HARRISBURG","PA","17112","3631","4050 CRUMS MILL RD","HARRISBURG","PA","17112","3631","1","1","000","21","40.312","-76.8288","42043","DAUPHIN COUNTY","4211","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","317.17","KG","12",.52681349
1.086e+12,"CONEMAUGH TWP AREA EL SCH",2016,108561803,3977,"SOMER","CONEMAUGH TOWNSHIP A","All Students","School Total","English Language Arts","Math","Science",193,"193","59","23.8","40.4","55.9","52.3","42","40.7","20.2","14.5","3.4","3.6","3.1","0","",76.1,82.4,"96.6","2013","420642003977","108561803","3977","42","4206420","03977","CONEMAUGH TOWNSHIP AREA SD","CONEMAUGH TWP AREA EL SCH","8144794080","1516 TIRE HILL RD","JOHNSTOWN","PA","15905","7822","1516 TIRE HILL RD","JOHNSTOWN","PA","15905","7822","1","1","000","23","40.2426","-78.9205","42111","SOMERSET COUNTY","4212","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","32.7","KG","05",.44742729
1.086e+12,"CONEMAUGH TWP AREA J",2015,108561803,3978,"","CONEMAUGH TOWNSHIP A","All Students","School Total","English Language Arts","Math","Science",217,"215","83","16.1","11.6","18.1","47.5","26.5","36.1","26.7","33.5","19.3","9.7","28.4","26.5","CONEMAUGH TOWNSHIP AR",63.6,38.1,"54.2","2013","420642003978","108561803","3978","42","4206420","03978","CONEMAUGH TOWNSHIP AREA SD","CONEMAUGH TWP AREA MS/SHS","8144794014","300 WEST CAMPUS AVE","DAVIDSVILLE","PA","15928","0407","300 WEST CAMPUS AVE","DAVIDSVILLE","PA","15928","0407","1","1","000","41","40.2282","-78.9396","42111","SOMERSET COUNTY","4212","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","36.8","06","12",.39483395
1.086e+12,"CONEMAUGH TWP AREA EL",2015,108561803,3977,"","CONEMAUGH TOWNSHIP A","All Students","School Total","English Language Arts","Math","Science",204,"204","59","21.1","24","54.2","54.9","44.1","32.2","18.6","22.5","8.5","5.4","9.3","5.1","CONEMAUGH TOWNSHIP AR",76,68.1,"86.4","2013","420642003977","108561803","3977","42","4206420","03977","CONEMAUGH TOWNSHIP AREA SD","CONEMAUGH TWP AREA EL SCH","8144794080","1516 TIRE HILL RD","JOHNSTOWN","PA","15905","7822","1516 TIRE HILL RD","JOHNSTOWN","PA","15905","7822","1","1","000","23","40.2426","-78.9205","42111","SOMERSET COUNTY","4212","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","32.7","KG","05",.44742729
1.086e+12,"CONEMAUGH TWP AREA J",2016,108561803,3978,"SOMER","CONEMAUGH TOWNSHIP A","All Students","School Total","English Language Arts","Math","Science",221,"221","61","26.2","15.8","24.6","41.2","26.2","44.3","29","32.6","23","3.6","25.3","8.2","",67.4,42,"68.9","2013","420642003978","108561803","3978","42","4206420","03978","CONEMAUGH TOWNSHIP AREA SD","CONEMAUGH TWP AREA MS/SHS","8144794014","300 WEST CAMPUS AVE","DAVIDSVILLE","PA","15928","0407","300 WEST CAMPUS AVE","DAVIDSVILLE","PA","15928","0407","1","1","000","41","40.2282","-78.9396","42111","SOMERSET COUNTY","4212","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","36.8","06","12",.39483395
1.081e+12,"CONEMAUGH VALLEY JSH",2016,108111403,5136,"CAMBR","CONEMAUGH VALLEY SD","All Students","School Total","English Language Arts","Math","Science",107,"107","53","13.1","1.9","22.6","51.4","23.4","43.4","30.8","37.4","15.1","4.7","37.4","18.9","",64.5,25.3,"66","2013","420643005136","108111403","5136","42","4206430","05136","CONEMAUGH VALLEY SD","CONEMAUGH VALLEY JSHS","8145355523","1342 WILLIAM PENN AVE","JOHNSTOWN","PA","15906","4203","1342 WILLIAM PENN AVE","JOHNSTOWN","PA","15906","4203","1","1","000","41","40.3595","-78.8846","42021","CAMBRIA COUNTY","4212","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","33.5","07","12",.49160671
1.081e+12,"CONEMAUGH VALLEY JSH",2015,108111403,5136,"","CONEMAUGH VALLEY SD","All Students","School Total","English Language Arts","Math","Science",131,"132","79","6.1","3","13.9","50.4","16.7","43","38.9","40.9","19","4.6","39.4","24.1","CONEMAUGH VALLEY SD",56.5,19.7,"56.9","2013","420643005136","108111403","5136","42","4206430","05136","CONEMAUGH VALLEY SD","CONEMAUGH VALLEY JSHS","8145355523","1342 WILLIAM PENN AVE","JOHNSTOWN","PA","15906","4203","1342 WILLIAM PENN AVE","JOHNSTOWN","PA","15906","4203","1","1","000","41","40.3595","-78.8846","42021","CAMBRIA COUNTY","4212","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","33.5","07","12",.49160671
1.081e+12,"CONEMAUGH VALLEY EL",2015,108111403,5213,"","CONEMAUGH VALLEY SD","All Students","School Total","English Language Arts","Math","Science",198,"197","51","19.7","12.7","52.9","44.4","34","39.2","27.8","37.6","7.8","8.1","15.7","0","CONEMAUGH VALLEY SD",64.1,46.7,"92.1","2013","420643005213","108111403","5213","42","4206430","05213","CONEMAUGH VALLEY SD","CONEMAUGH VALLEY EL SCH","8145356970","1451 FRANKSTOWN RD","JOHNSTOWN","PA","15902","1318","1451 FRANKSTOWN RD","JOHNSTOWN","PA","15902","1318","1","1","000","41","40.3271","-78.8715","42021","CAMBRIA COUNTY","4212","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","34.5","PK","06",.56896552
1.081e+12,"CONEMAUGH VALLEY EL",2016,108111403,5213,"CAMBR","CONEMAUGH VALLEY SD","All Students","School Total","English Language Arts","Math","Science",203,"203","50","18.7","15.8","42","44.8","36","40","26.6","24.6","12","9.9","23.6","6","",63.5,51.8,"82","2013","420643005213","108111403","5213","42","4206430","05213","CONEMAUGH VALLEY SD","CONEMAUGH VALLEY EL SCH","8145356970","1451 FRANKSTOWN RD","JOHNSTOWN","PA","15902","1318","1451 FRANKSTOWN RD","JOHNSTOWN","PA","15902","1318","1","1","000","41","40.3271","-78.8715","42021","CAMBRIA COUNTY","4212","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","34.5","PK","06",.56896552
1.134e+12,"FRITZ EL SCH",2016,113361703,5113,"LANCA","CONESTOGA VALLEY SD","All Students","School Total","English Language Arts","Math","Science",355,"356","92","28.2","29.5","73.9","49","29.8","23.9","19.4","24.2","2.2","3.4","16.6","0","",77.2,59.3,"97.8","2013","420648005113","113361703","5113","42","4206480","05113","CONESTOGA VALLEY SD","FRITZ EL SCH","7173975246","845 HORNIG RD","LANCASTER","PA","17601","5711","845 HORNIG RD","LANCASTER","PA","17601","5711","1","1","000","21","40.0749","-76.2426","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","41.08","KG","06",.24048706
1.134e+12,"FRITZ EL SCH",2015,113361703,5113,"","CONESTOGA VALLEY SD","All Students","School Total","English Language Arts","Math","Science",348,"348","85","31.3","26.4","58.8","51.1","35.9","32.9","13.5","28.2","7.1","4","9.5","1.2","CONESTOGA VALLEY SD",82.4,62.3,"91.7","2013","420648005113","113361703","5113","42","4206480","05113","CONESTOGA VALLEY SD","FRITZ EL SCH","7173975246","845 HORNIG RD","LANCASTER","PA","17601","5711","845 HORNIG RD","LANCASTER","PA","17601","5711","1","1","000","21","40.0749","-76.2426","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","41.08","KG","06",.24048706
1.134e+12,"LEOLA EL SCH",2016,113361703,2522,"LANCA","CONESTOGA VALLEY SD","All Students","School Total","English Language Arts","Math","Science",221,"221","63","14.9","14.9","36.5","46.6","26.7","44.4","25.8","28.5","12.7","12.7","29.9","6.3","",61.5,41.6,"80.9","2013","420648002522","113361703","2522","42","4206480","02522","CONESTOGA VALLEY SD","LEOLA EL SCH","7176562068","11 SCHOOL DR","LEOLA","PA","17540","1498","11 SCHOOL DR","LEOLA","PA","17540","1498","1","1","000","21","40.0884","-76.1926","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","32.95","KG","06",.33406114
1.134e+12,"LEOLA EL SCH",2015,113361703,2522,"","CONESTOGA VALLEY SD","All Students","School Total","English Language Arts","Math","Science",228,"228","48","15.4","9.2","50","44.7","28.9","27.1","30.7","36.4","16.7","9.2","25.4","6.3","CONESTOGA VALLEY SD",60.1,38.1,"77.1","2013","420648002522","113361703","2522","42","4206480","02522","CONESTOGA VALLEY SD","LEOLA EL SCH","7176562068","11 SCHOOL DR","LEOLA","PA","17540","1498","11 SCHOOL DR","LEOLA","PA","17540","1498","1","1","000","21","40.0884","-76.1926","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","32.95","KG","06",.33406114
1.134e+12,"SMOKETOWN EL SCH",2016,113361703,2521,"LANCA","CONESTOGA VALLEY SD","All Students","School Total","English Language Arts","Math","Science",366,"366","86","24.6","18.9","38.4","47.8","26.5","45.3","23","33.1","11.6","4.6","21.6","4.7","",72.4,45.4,"83.7","2013","420648002521","113361703","2521","42","4206480","02521","CONESTOGA VALLEY SD","SMOKETOWN EL SCH","7173940555","2426 OLD PHILADELPHIA PIKE","LANCASTER","PA","17602","3421","2426 OLD PHILADELPHIA PK","LANCASTER","PA","17602","3421","1","1","000","21","40.0387","-76.209","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","44.57","KG","06",.29360465
1.134e+12,"BROWNSTOWN EL SCH",2016,113361703,2517,"LANCA","CONESTOGA VALLEY SD","All Students","School Total","English Language Arts","Math","Science",270,"271","56","24.8","33.9","55.4","50.4","29.9","35.7","20.4","22.5","8.9","4.4","13.7","0","",75.2,63.8,"91.1","2013","420648002517","113361703","2517","42","4206480","02517","CONESTOGA VALLEY SD","BROWNSTOWN EL SCH","7176566021","SCHOOL LANE BOX 250","BROWNSTOWN","PA","17508","0250","SCHOOL LN","BROWNSTOWN","PA","17508","0250","1","1","000","21","40.1236","-76.2107","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","32.12","KG","06",.28842105
1.134e+12,"BROWNSTOWN EL SCH",2015,113361703,2517,"","CONESTOGA VALLEY SD","All Students","School Total","English Language Arts","Math","Science",265,"265","64","26.8","29.8","56.3","52.1","36.2","32.8","17.7","23.4","7.8","3.4","10.6","3.1","CONESTOGA VALLEY SD",78.9,66,"89.1","2013","420648002517","113361703","2517","42","4206480","02517","CONESTOGA VALLEY SD","BROWNSTOWN EL SCH","7176566021","SCHOOL LANE BOX 250","BROWNSTOWN","PA","17508","0250","SCHOOL LN","BROWNSTOWN","PA","17508","0250","1","1","000","21","40.1236","-76.2107","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","32.12","KG","06",.28842105
1.134e+12,"CONESTOGA VALLEY MS",2016,113361703,2531,"LANCA","CONESTOGA VALLEY SD","All Students","School Total","English Language Arts","Math","Science",642,"639","320","23.4","19.6","35.6","46.9","26.8","32.2","26.5","28.8","15.9","3.3","24.9","16.3","",70.3,46.4,"67.8","2013","420648002531","113361703","2531","42","4206480","02531","CONESTOGA VALLEY SD","CONESTOGA VALLEY MS","7173971294","500 MOUNT SIDNEY RD","LANCASTER","PA","17602","1014","500 MOUNT SIDNEY RD","LANCASTER","PA","17602","1014","1","1","000","41","40.055","-76.2142","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","49.84","07","08",.31195335
1.134e+12,"SMOKETOWN EL SCH",2015,113361703,2521,"","CONESTOGA VALLEY SD","All Students","School Total","English Language Arts","Math","Science",357,"357","84","21.6","17.1","45.2","52.9","32.5","38.1","20.4","33.1","10.7","5","17.4","6","CONESTOGA VALLEY SD",74.5,49.6,"83.3","2013","420648002521","113361703","2521","42","4206480","02521","CONESTOGA VALLEY SD","SMOKETOWN EL SCH","7173940555","2426 OLD PHILADELPHIA PIKE","LANCASTER","PA","17602","3421","2426 OLD PHILADELPHIA PK","LANCASTER","PA","17602","3421","1","1","000","21","40.0387","-76.209","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","44.57","KG","06",.29360465
1.134e+12,"CONESTOGA VALLEY MS",2015,113361703,2531,"","CONESTOGA VALLEY SD","All Students","School Total","English Language Arts","Math","Science",652,"653","334","26.5","14.1","33.5","47.5","27.3","36.5","23.8","35.8","16.5","2.1","22.8","13.5","CONESTOGA VALLEY SD",74,41.4,"70","2013","420648002531","113361703","2531","42","4206480","02531","CONESTOGA VALLEY SD","CONESTOGA VALLEY MS","7173971294","500 MOUNT SIDNEY RD","LANCASTER","PA","17602","1014","500 MOUNT SIDNEY RD","LANCASTER","PA","17602","1014","1","1","000","41","40.055","-76.2142","42071","LANCASTER COUNTY","4216","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","49.84","07","08",.31195335
1.120e+12,"NEW OXFORD MS",2016,112011603,6898,"ADAMS","CONEWAGO VALLEY SD","All Students","School Total","English Language Arts","Math","Science",567,"567","285","17.3","18.3","35.4","46","31.2","35.4","30.9","28.4","15.8","5.8","22","13.3","",63.3,49.5,"70.8","2013","420655006898","112011603","6898","42","4206550","06898","CONEWAGO VALLEY SD","NEW OXFORD MS","7176242157","130 BERLIN ROAD","NEW OXFORD","PA","17350","1206","130 BERLIN RD","NEW OXFORD","PA","17350","1206","1","1","000","23","39.8672","-77.0525","42001","ADAMS COUNTY","4204","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","35.67","07","08",.35399674
1.120e+12,"NEW OXFORD MS",2015,112011603,6898,"","CONEWAGO VALLEY SD","All Students","School Total","English Language Arts","Math","Science",557,"555","276","13.1","15.5","43.5","49.4","36.4","35.9","32.9","28.8","9.1","4.7","19.3","11.6","CONEWAGO VALLEY SD",62.5,51.9,"79.4","2013","420655006898","112011603","6898","42","4206550","06898","CONEWAGO VALLEY SD","NEW OXFORD MS","7176242157","130 BERLIN ROAD","NEW OXFORD","PA","17350","1206","130 BERLIN RD","NEW OXFORD","PA","17350","1206","1","1","000","23","39.8672","-77.0525","42001","ADAMS COUNTY","4204","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","35.67","07","08",.35399674
1.120e+12,"CONEWAGO VALLEY INTRMD SCH",2016,112011603,7822,"ADAMS","CONEWAGO VALLEY SD","All Students","School Total","English Language Arts","Math","Science",820,"821","287","25.5","25.8","43.9","44.3","33.5","41.1","23.8","28.4","10.1","6.5","12.3","4.9","",69.8,59.3,"85","2013","420655000841","112011603","7822","42","4206550","00841","CONEWAGO VALLEY SD","CONEWAGO VALLEY INTRMD SCH","7176242157","175 700 ROAD","NEW OXFORD","PA","17350","8819","175 700 RD","NEW OXFORD","PA","17350","8819","1","1","000","23","39.8768","-77.056","42001","ADAMS COUNTY","4204","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","51.51","04","06",.37315131
1.120e+12,"CONEWAGO TWP EL SCH",2016,112011603,6268,"ADAMS","CONEWAGO VALLEY SD","All Students","School Total","English Language Arts","Math","",128,"128","","16.4","30.5","","54.7","34.4","","21.9","19.5","","7","15.6","","",71.1,64.9,"","2013","420655006268","112011603","6268","42","4206550","06268","CONEWAGO VALLEY SD","CONEWAGO TWP EL SCH","7176242157","1189 W ELM AVE","HANOVER","PA","17331","4608","1189 WEST ELM AVE","HANOVER","PA","17331","4608","1","1","000","23","39.8086","-77.0084","42001","ADAMS COUNTY","4204","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","31.06","KG","03",.3844697
1.120e+12,"CONEWAGO TWP EL SCH",2015,112011603,6268,"","CONEWAGO VALLEY SD","All Students","School Total","English Language Arts","Math","",126,"126","","16.7","32.5","","50.8","23.8","","25.4","29.4","","7.1","14.3","","CONEWAGO VALLEY SD",67.5,56.3,"","2013","420655006268","112011603","6268","42","4206550","06268","CONEWAGO VALLEY SD","CONEWAGO TWP EL SCH","7176242157","1189 W ELM AVE","HANOVER","PA","17331","4608","1189 WEST ELM AVE","HANOVER","PA","17331","4608","1","1","000","23","39.8086","-77.0084","42001","ADAMS COUNTY","4204","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","31.06","KG","03",.3844697
1.120e+12,"NEW OXFORD EL SCH",2015,112011603,6267,"","CONEWAGO VALLEY SD","All Students","School Total","English Language Arts","Math","",149,"149","","11.4","24.8","","53","29.5","","22.8","26.2","","12.8","19.5","","CONEWAGO VALLEY SD",64.4,54.3,"","2013","420655006267","112011603","6267","42","4206550","06267","CONEWAGO VALLEY SD","NEW OXFORD EL SCH","7176242157","116 BERLIN AVENUE","NEW OXFORD","PA","17350","1297","116 BERLIN AVE","NEW OXFORD","PA","17350","1297","1","1","000","23","39.8662","-77.0537","42001","ADAMS COUNTY","4204","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","33.95","KG","03",.46655791
1.120e+12,"NEW OXFORD EL SCH",2016,112011603,6267,"ADAMS","CONEWAGO VALLEY SD","All Students","School Total","English Language Arts","Math","",140,"141","","10.7","30.5","","47.9","35.5","","34.3","18.4","","7.1","15.6","","",58.6,66,"","2013","420655006267","112011603","6267","42","4206550","06267","CONEWAGO VALLEY SD","NEW OXFORD EL SCH","7176242157","116 BERLIN AVENUE","NEW OXFORD","PA","17350","1297","116 BERLIN AVE","NEW OXFORD","PA","17350","1297","1","1","000","23","39.8662","-77.0537","42001","ADAMS COUNTY","4204","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","33.95","KG","03",.46655791
1.120e+12,"CONEWAGO VALLEY INTRM",2015,112011603,7822,"","CONEWAGO VALLEY SD","All Students","School Total","English Language Arts","Math","Science",797,"798","257","19.8","18.2","44.7","46","36.5","44.4","29.1","34.5","8.6","5","10.9","2.3","CONEWAGO VALLEY SD",65.8,54.7,"89.1","2013","420655000841","112011603","7822","42","4206550","00841","CONEWAGO VALLEY SD","CONEWAGO VALLEY INTRMD SCH","7176242157","175 700 ROAD","NEW OXFORD","PA","17350","8819","175 700 RD","NEW OXFORD","PA","17350","8819","1","1","000","23","39.8768","-77.056","42001","ADAMS COUNTY","4204","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","51.51","04","06",.37315131
1.052e+12,"CONNEAUT LAKE-SADSBU",2016,105201033,6132,"CRAWF","CONNEAUT SD","All Students","School Total","English Language Arts","Math","Science",145,"146","69","25.5","25.3","63.8","48.3","32.9","27.5","17.2","26.7","4.3","9","15.1","4.3","",73.8,58.2,"91.3","2013","420659006132","105201033","6132","42","4206590","06132","CONNEAUT SD","CONNEAUT LAKE-SADSBURY EL SCH","8143828191","630 LINE STREET BOX AB","CONNEAUT LAKE","PA","16316","0100","630 LINE ST","CONNEAUT LAKE","PA","16316","0100","1","1","000","32","41.6052","-80.3094","42039","CRAWFORD COUNTY","4203","2","2012","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","27.8","KG","04",.54545455
1.052e+12,"CONNEAUT LAKE MS",2016,105201033,8225,"CRAWF","CONNEAUT SD","All Students","School Total","English Language Arts","Math","Science",337,"337","81","12.8","7.4","30.9","43.3","18.1","24.7","33.8","31.5","17.3","10.1","43","27.2","",56.1,25.5,"55.6","2013","420659007434","105201033","8225","42","4206590","07434","CONNEAUT SD","CONNEAUT LAKE MS","8143825315","10331 U.S. HIGHWAY 6","CONNEAUT LAKE","PA","16316","","10331 U.S. HWY 6","CONNEAUT LAKE","PA","16316","","1","1","000","41","41.6061","-80.3239","42039","CRAWFORD COUNTY","4203","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","23.2","05","08",.48888889
1.052e+12,"CONNEAUT VALLEY EL S",2016,105201033,6133,"CRAWF","CONNEAUT SD","All Students","School Total","English Language Arts","Math","Science",142,"143","68","15.5","22.4","52.9","49.3","31.5","29.4","21.1","21","10.3","14.1","25.2","7.4","",64.8,53.9,"82.3","2013","420659006133","105201033","6133","42","4206590","06133","CONNEAUT SD","CONNEAUT VALLEY EL SCH","8145876326","22361 STATE HIGHWAY 18","CONNEAUTVILLE","PA","16406","5651","22361 STATE HWY 18","CONNEAUTVILLE","PA","16406","5651","1","1","000","42","41.7757","-80.3644","42039","CRAWFORD COUNTY","4203","2","2012","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","24","KG","04",.63532764
1.052e+12,"CONNEAUT LAKE MS",2015,105201033,8225,"","CONNEAUT SD","All Students","School Total","English Language Arts","Math","Science",325,"325","85","9.8","4","25.9","45.5","17.2","38.8","35.7","37.2","16.5","8.9","41.5","18.8","CONNEAUT SD",55.3,21.2,"64.7","2013","420659007434","105201033","8225","42","4206590","07434","CONNEAUT SD","CONNEAUT LAKE MS","8143825315","10331 U.S. HIGHWAY 6","CONNEAUT LAKE","PA","16316","","10331 U.S. HWY 6","CONNEAUT LAKE","PA","16316","","1","1","000","41","41.6061","-80.3239","42039","CRAWFORD COUNTY","4203","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","23.2","05","08",.48888889
1.052e+12,"CONNEAUT VALLEY EL S",2015,105201033,6133,"","CONNEAUT SD","All Students","School Total","English Language Arts","Math","Science",134,"134","62","16.4","17.9","69.4","43.3","32.8","27.4","27.6","23.1","3.2","12.7","26.1","0","CONNEAUT SD",59.7,50.7,"96.8","2013","420659006133","105201033","6133","42","4206590","06133","CONNEAUT SD","CONNEAUT VALLEY EL SCH","8145876326","22361 STATE HIGHWAY 18","CONNEAUTVILLE","PA","16406","5651","22361 STATE HWY 18","CONNEAUTVILLE","PA","16406","5651","1","1","000","42","41.7757","-80.3644","42039","CRAWFORD COUNTY","4203","2","2012","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","24","KG","04",.63532764
1.052e+12,"CONNEAUT VALLEY MS",2015,105201033,8226,"","CONNEAUT SD","All Students","School Total","English Language Arts","Math","Science",286,"287","74","14.7","3.5","23","46.5","21.3","41.9","29.7","46","14.9","9.1","29.3","20.3","CONNEAUT SD",61.2,24.8,"64.9","2013","420659007431","105201033","8226","42","4206590","07431","CONNEAUT SD","CONNEAUT VALLEY MS","8143825315","22154 STATE HIGHWAY 18","CONNEAUTVILLE","PA","16406","","22154 STATE HWY 18","CONNEAUTVILLE","PA","16406","","1","1","000","42","41.7757","-80.3632","42039","CRAWFORD COUNTY","4203","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","24","05","08",.57060519
1.052e+12,"CONNEAUT LAKE-SADSBU",2015,105201033,6132,"","CONNEAUT SD","All Students","School Total","English Language Arts","Math","Science",152,"152","83","17.8","17.8","62.7","49.3","33.6","26.5","25","30.3","7.2","7.9","18.4","3.6","CONNEAUT SD",67.1,51.4,"89.2","2013","420659006132","105201033","6132","42","4206590","06132","CONNEAUT SD","CONNEAUT LAKE-SADSBURY EL SCH","8143828191","630 LINE STREET BOX AB","CONNEAUT LAKE","PA","16316","0100","630 LINE ST","CONNEAUT LAKE","PA","16316","0100","1","1","000","32","41.6052","-80.3094","42039","CRAWFORD COUNTY","4203","2","2012","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","27.8","KG","04",.54545455
1.052e+12,"CONNEAUT VALLEY MS",2016,105201033,8226,"CRAWF","CONNEAUT SD","All Students","School Total","English Language Arts","Math","Science",264,"264","80","11","6.1","25","43.9","17.4","36.3","36.4","36.7","26.3","8.7","39.8","12.5","",54.9,23.5,"61.3","2013","420659007431","105201033","8226","42","4206590","07431","CONNEAUT SD","CONNEAUT VALLEY MS","8143825315","22154 STATE HIGHWAY 18","CONNEAUTVILLE","PA","16406","","22154 STATE HWY 18","CONNEAUTVILLE","PA","16406","","1","1","000","42","41.7757","-80.3632","42039","CRAWFORD COUNTY","4203","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","24","05","08",.57060519
1.013e+12,"CLIFFORD N PRITTS EL",2015,101261302,5047,"","CONNELLSVILLE AREA S","All Students","School Total","English Language Arts","Math","Science",110,"110","30","10","9.1","46.7","42.7","33.6","46.7","42.7","34.5","3.3","4.5","22.7","3.3","CONNELLSVILLE AREA SD",52.7,42.7,"93.4","2013","420666005047","101261302","5047","42","4206660","05047","CONNELLSVILLE AREA SD","CLIFFORD N PRITTS EL SCH","7244553500","1542 INDIAN CREEK VALLEY ROAD","MELCROFT","PA","15462","","1542 INDIAN CREEK VALLEY RD","MELCROFT","PA","15462","","1","1","000","42","40.0604","-79.3711","42051","FAYETTE COUNTY","4209","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","14.71","KG","06",.58035714
1.013e+12,"SPRINGFIELD EL SCH",2015,101261302,2172,"","CONNELLSVILLE AREA S","All Students","School Total","English Language Arts","Math","Science",142,"142","36","10.6","7","27.8","41.5","28.2","44.4","28.9","34.5","16.7","19","30.3","11.1","CONNELLSVILLE AREA SD",52.1,35.2,"72.2","2013","420666002172","101261302","2172","42","4206660","02172","CONNELLSVILLE AREA SD","SPRINGFIELD EL SCH","7244553191","14 SCHOOL HOUSE ROAD","NORMALVILLE","PA","15469","0317","14 SCHOOL HOUSE RD","NORMALVILLE","PA","15469","0317","1","1","000","42","39.9995","-79.4475","42051","FAYETTE COUNTY","4209","2","N","2","2","PS","2","PS","2","PS","2","PS","2","PS","2","PS","21.66","KG","06",.65779468
